client_id,date,value_usd,segment
14372A,2018-03-14,17.225,B2C
15103A,2018-03-14,13.625,B2B
10197A,2018-03-14,14.4825,B2C
9324A,2018-03-14,17.225,B2C
16206A,2018-03-14,15.725,B2B
15335A,2018-03-14,15.725,B2C
17191A,2018-03-14,8.75,B2C
10608A,2018-03-14,12.475,B2B
18113A,2018-03-14,19.875,B2C
13325A,2018-03-16,12.475,B2B
13303A,2018-03-16,13.625,B2B
13830A,2018-03-16,16.225,B2B
15506A,2018-03-16,19.875,B2B
13979A,2018-03-16,10.625,B2B
10253A,2018-03-16,14.48225,B2B
14224A,2018-03-16,12.475,B2B
16141A,2018-03-16,16.3,B2C
13875A,2018-03-16,12.87325,B2C
16382A,2018-03-16,16.225,B2C
12330A,2018-03-16,12.475,B2B
17056A,2018-03-16,13.625,B2C
14614A,2018-03-16,14.975,B2C
17752A,2018-03-16,21.125,B2C
15103A,2018-03-16,13.625,B2B
13944A,2018-03-16,13.225,B2B
11749A,2018-03-16,11.76675,B2B
9592A,2018-03-16,13.625,B2C
13722A,2018-03-16,13.225,B2B
10248A,2018-03-16,14.975,B2B
13035A,2018-03-16,13.225,B2B
10197A,2018-03-16,14.4825,B2C
12830A,2018-03-16,11.55,B2B
11990A,2018-03-16,17.125,B2B
16541A,2018-03-16,17.125,B2C
18068A,2018-03-16,10.625,B2B
14936A,2018-03-16,12.475,B2B
11305A,2018-03-16,13.625,B2B
16106A,2018-03-16,16.225,B2C
11931A,2018-03-16,18.575,B2C
10875A,2018-03-16,18.575,B2B
17659A,2018-03-16,18.575,B2C
9608A,2018-03-16,12.475,B2C
17908A,2018-03-16,11.35,B2B
17035A,2018-03-16,14.975,B2B
15910A,2018-03-16,17.225,B2B
16675A,2018-03-16,13.368500000000001,B2C
13033A,2018-03-16,13.0,B2B
18041A,2018-03-16,12.775,B2C
12990A,2018-03-16,14.48225,B2C
13233A,2018-03-16,12.475,B2C
17724A,2018-03-16,13.625,B2B
17665A,2018-03-16,12.950000000000001,B2C
12927A,2018-03-16,21.125,B2C
12028A,2018-03-16,19.875,B2C
14898A,2018-03-17,13.625,B2B
16141A,2018-03-17,16.3,B2C
17814A,2018-03-17,18.575,B2B
11587A,2018-03-17,11.25,B2C
13235A,2018-03-17,19.875,B2C
14875A,2018-03-17,19.875,B2C
11253A,2018-03-17,16.225,B2C
12813A,2018-03-17,16.225,B2C
17863A,2018-03-17,13.625,B2B
11482A,2018-03-17,16.225,B2C
10689A,2018-03-17,16.225,B2C
17150A,2018-03-17,15.725,B2C
12990A,2018-03-17,14.48225,B2C
12830A,2018-03-17,11.55,B2B
11791A,2018-03-17,12.475,B2C
17803A,2018-03-17,13.625,B2B
14224A,2018-03-17,12.475,B2B
13217A,2018-03-17,15.1415,B2C
11990A,2018-03-17,17.125,B2B
17967A,2018-03-17,13.477500000000001,B2C
13900A,2018-03-17,17.225,B2C
16675A,2018-03-17,13.368500000000001,B2C
14362A,2018-03-17,11.25,B2C
16382A,2018-03-17,16.225,B2C
16840A,2018-03-17,13.625,B2B
17774A,2018-03-17,18.575,B2C
13979A,2018-03-17,10.625,B2B
17420A,2018-03-17,15.9,B2C
13242A,2018-03-17,16.225,B2C
11016A,2018-03-17,14.975,B2B
16541A,2018-03-17,17.125,B2C
10253A,2018-03-17,14.48225,B2B
10197A,2018-03-17,14.4825,B2C
17752A,2018-03-17,21.125,B2C
16931A,2018-03-17,13.625,B2C
14909A,2018-03-17,12.475,B2B
13832A,2018-03-17,15.725,B2C
10206A,2018-03-17,13.625,B2C
10414A,2018-03-17,12.475,B2B
14512A,2018-03-17,12.475,B2B
14044A,2018-03-17,19.875,B2C
15767A,2018-03-17,16.225,B2C
14212A,2018-03-17,12.475,B2C
15242A,2018-03-17,16.225,B2C
11131A,2018-03-17,14.875,B2C
16106A,2018-03-17,16.225,B2C
12815A,2018-03-17,15.799,B2C
16930A,2018-03-17,18.575,B2C
18068A,2018-03-17,10.625,B2B
12330A,2018-03-17,12.475,B2B
11029A,2018-03-17,18.575,B2C
17716A,2018-03-17,9.9375,B2C
12788A,2018-03-17,15.5,B2C
13875A,2018-03-17,12.87325,B2C
17908A,2018-03-17,11.35,B2B
16136A,2018-03-17,12.475,B2B
10741A,2018-03-18,19.875,B2B
14306A,2018-03-18,18.575,B2C
16680A,2018-03-18,7.5,B2C
13830A,2018-03-18,16.225,B2B
18255A,2018-03-18,15.725,B2C
12710A,2018-03-18,19.875,B2C
18260A,2018-03-18,17.79375,B2B
16193A,2018-03-18,16.225,B2B
13247A,2018-03-18,15.725,B2B
16828A,2018-03-18,16.225,B2C
14152A,2018-03-18,16.225,B2C
12330A,2018-03-18,12.475,B2B
17908A,2018-03-18,11.35,B2B
13979A,2018-03-18,10.625,B2B
17804A,2018-03-18,12.725,B2C
11749A,2018-03-18,11.76675,B2B
14720A,2018-03-18,16.225,B2C
16935A,2018-03-18,13.625,B2B
16675A,2018-03-18,13.368500000000001,B2C
12830A,2018-03-18,11.55,B2B
12990A,2018-03-18,14.48225,B2C
16141A,2018-03-18,16.3,B2C
14599A,2018-03-18,11.6625,B2C
13033A,2018-03-18,13.0,B2B
12701A,2018-03-18,12.475,B2C
17056A,2018-03-18,13.625,B2C
14330A,2018-03-18,19.875,B2B
10117A,2018-03-18,21.125,B2B
15226A,2018-03-18,13.225,B2B
10908A,2018-03-18,16.225,B2B
13875A,2018-03-18,12.87325,B2C
16541A,2018-03-18,17.125,B2C
12205A,2018-03-18,16.225,B2B
12819A,2018-03-18,14.975,B2B
10253A,2018-03-18,14.48225,B2B
17752A,2018-03-18,21.125,B2C
13155A,2018-03-18,17.225,B2B
10197A,2018-03-18,14.4825,B2C
15103A,2018-03-18,13.625,B2B
15308A,2018-03-18,21.125,B2B
17511A,2018-03-18,14.975,B2B
16106A,2018-03-18,16.225,B2C
17659A,2018-03-18,18.575,B2C
12391A,2018-03-18,13.625,B2C
11531A,2018-03-18,16.225,B2C
17724A,2018-03-18,13.625,B2B
18068A,2018-03-18,10.625,B2B
11465A,2018-03-18,19.875,B2C
17963A,2018-03-18,14.975,B2B
14179A,2018-03-18,16.225,B2C
11990A,2018-03-18,17.125,B2B
11758A,2018-03-18,12.475,B2C
14877A,2018-03-18,14.975,B2C
18121A,2018-03-18,21.125,B2B
10875A,2018-03-19,18.575,B2B
13754A,2018-03-19,15.725,B2B
17610A,2018-03-19,12.475,B2B
11931A,2018-03-19,18.575,B2C
13309A,2018-03-19,16.225,B2C
12169A,2018-03-19,19.875,B2C
13325A,2018-03-19,12.475,B2B
13233A,2018-03-19,12.475,B2C
17863A,2018-03-19,13.625,B2B
17814A,2018-03-19,18.575,B2B
12830A,2018-03-19,11.55,B2B
16382A,2018-03-19,16.225,B2C
15767A,2018-03-19,16.225,B2C
18041A,2018-03-19,12.775,B2C
17716A,2018-03-19,9.9375,B2C
18068A,2018-03-19,10.625,B2B
14224A,2018-03-19,12.475,B2B
17665A,2018-03-19,12.950000000000001,B2C
11547A,2018-03-19,13.225,B2B
13985A,2018-03-19,19.875,B2C
14936A,2018-03-19,12.475,B2B
16141A,2018-03-19,16.3,B2C
10414A,2018-03-19,12.475,B2B
16136A,2018-03-19,12.475,B2B
14613A,2018-03-19,19.875,B2C
13875A,2018-03-19,12.87325,B2C
17908A,2018-03-19,11.35,B2B
13979A,2018-03-19,10.625,B2B
13797A,2018-03-19,16.225,B2C
11305A,2018-03-19,13.625,B2B
12990A,2018-03-19,14.48225,B2C
16840A,2018-03-19,13.625,B2B
10995A,2018-03-19,18.575,B2C
14558A,2018-03-19,17.225,B2C
12844A,2018-03-19,19.875,B2C
18038A,2018-03-19,14.22625,B2B
15135A,2018-03-19,16.225,B2C
10253A,2018-03-19,14.48225,B2B
9242A,2018-03-19,12.84375,B2C
13836A,2018-03-19,16.225,B2C
14898A,2018-03-19,13.625,B2B
10197A,2018-03-19,14.4825,B2C
11990A,2018-03-19,19.875,B2B
16223A,2018-03-19,19.875,B2C
16541A,2018-03-19,17.125,B2C
12330A,2018-03-19,12.475,B2B
13777A,2018-03-19,16.225,B2B
16675A,2018-03-19,13.368500000000001,B2C
12813A,2018-03-20,16.225,B2C
10206A,2018-03-20,13.625,B2C
10689A,2018-03-20,16.225,B2C
10253A,2018-03-20,14.48225,B2B
11029A,2018-03-20,18.575,B2C
12788A,2018-03-20,15.5,B2C
11990A,2018-03-20,17.125,B2B
11587A,2018-03-20,16.225,B2C
18304A,2018-03-20,14.975,B2C
14403A,2018-03-20,13.625,B2C
12901A,2018-03-20,16.225,B2C
10949A,2018-03-20,16.225,B2C
16306A,2018-03-20,16.225,B2C
14224A,2018-03-20,12.475,B2B
17716A,2018-03-20,19.875,B2C
16346A,2018-03-20,16.225,B2C
18300A,2018-03-20,13.477500000000001,B2B
12919A,2018-03-20,13.225,B2C
11749A,2018-03-20,11.76675,B2B
12743A,2018-03-20,16.225,B2C
11904A,2018-03-20,12.475,B2C
13184A,2018-03-20,16.225,B2C
16675A,2018-03-20,13.368500000000001,B2C
12330A,2018-03-20,2.475,B2B
13979A,2018-03-20,10.625,B2B
16141A,2018-03-20,16.3,B2C
11547A,2018-03-20,13.225,B2B
18068A,2018-03-20,10.625,B2B
13754A,2018-03-20,21.125,B2B
18060A,2018-03-20,18.3125,B2C
16541A,2018-03-20,17.125,B2C
13033A,2018-03-20,13.0,B2B
17833A,2018-03-20,18.575,B2C
12815A,2018-03-20,15.799,B2C
13184A,2018-03-20,16.225,B2C
13230A,2018-03-20,17.225,B2B
16106A,2018-03-20,16.225,B2C
13875A,2018-03-20,16.225,B2C
16382A,2018-03-20,16.225,B2C
17724A,2018-03-20,13.625,B2B
16662A,2018-03-20,16.225,B2C
17908A,2018-03-20,11.35,B2B
12959A,2018-03-20,14.975,B2B
17659A,2018-03-20,18.575,B2C
15774A,2018-03-20,16.225,B2C
16930A,2018-03-20,18.575,B2C
12355A,2018-03-20,12.475,B2B
10197A,2018-03-20,14.4825,B2C
17803A,2018-03-20,13.625,B2B
14212A,2018-03-20,12.475,B2C
12330A,2018-03-20,12.475,B2B
12990A,2018-03-20,14.48225,B2C
13242A,2018-03-20,16.225,B2C
15167A,2018-03-20,14.975,B2C
12830A,2018-03-20,11.55,B2B
10608A,2018-03-21,12.475,B2B
12330A,2018-03-21,12.475,B2B
17774A,2018-03-21,18.575,B2C
16505A,2018-03-21,14.975,B2B
17866A,2018-03-21,19.875,B2C
13646A,2018-03-21,17.225,B2C
12990A,2018-03-21,14.48225,B2C
9118A,2018-03-21,16.225,B2C
12754A,2018-03-21,17.225,B2C
18243A,2018-03-21,15.725,B2C
14623A,2018-03-21,17.225,B2C
14264A,2018-03-21,21.125,B2C
16389A,2018-03-21,19.875,B2C
16452A,2018-03-21,16.225,B2C
13979A,2018-03-21,10.625,B2B
18113A,2018-03-21,19.875,B2C
13875A,2018-03-21,16.225,B2C
12901A,2018-03-21,16.225,B2C
10117A,2018-03-21,21.125,B2B
16047A,2018-03-21,19.875,B2C
11228A,2018-03-21,21.125,B2C
15103A,2018-03-21,13.625,B2B
18333A,2018-03-21,13.625,B2C
16722A,2018-03-21,15.0,B2C
14472A,2018-03-21,11.6625,B2C
16680A,2018-03-21,7.5,B2C
15305A,2018-03-21,13.625,B2C
11253A,2018-03-21,16.225,B2C
9295A,2018-03-21,19.875,B2C
17717A,2018-03-21,13.477500000000001,B2C
12780A,2018-03-21,15.725,B2C
15134A,2018-03-21,15.6625,B2C
14524A,2018-03-21,16.225,B2C
9105A,2018-03-21,19.875,B2C
12863A,2018-03-21,19.875,B2C
18313A,2018-03-21,21.125,B2C
14937A,2018-03-21,10.5625,B2C
16379A,2018-03-21,10.5625,B2C
10197A,2018-03-21,14.4825,B2C
17535A,2018-03-21,21.125,B2C
18260A,2018-03-21,17.79375,B2B
18068A,2018-03-21,10.625,B2B
12501A,2018-03-21,15.725,B2C
17665A,2018-03-21,12.950000000000001,B2C
11931A,2018-03-21,7.8625,B2C
18243A,2018-03-21,7.8625,B2C
16141A,2018-03-21,16.3,B2C
13875A,2018-03-23,16.225,B2C
15910A,2018-03-23,17.225,B2B
15506A,2018-03-23,19.875,B2B
13035A,2018-03-23,14.975,B2B
17665A,2018-03-23,2.475,B2C
13722A,2018-03-23,13.225,B2B
17035A,2018-03-23,14.975,B2B
13033A,2018-03-23,13.0,B2B
18331A,2018-03-23,15.9,B2C
17550A,2018-03-23,13.477500000000001,B2C
15103A,2018-03-23,13.625,B2B
17908A,2018-03-23,11.35,B2B
13944A,2018-03-23,13.225,B2B
10875A,2018-03-23,18.575,B2B
16382A,2018-03-23,16.225,B2C
11931A,2018-03-23,18.575,B2C
16106A,2018-03-23,16.225,B2C
11305A,2018-03-23,13.625,B2B
12028A,2018-03-23,19.875,B2C
17056A,2018-03-23,13.625,B2C
13233A,2018-03-23,12.475,B2C
14614A,2018-03-23,12.725,B2C
16675A,2018-03-23,6.6842500000000005,B2C
16056A,2018-03-23,14.975,B2C
17659A,2018-03-23,18.575,B2C
12990A,2018-03-23,14.48225,B2C
13979A,2018-03-23,10.625,B2B
12501A,2018-03-23,15.725,B2C
14936A,2018-03-23,12.475,B2B
18042A,2018-03-23,19.875,B2C
17665A,2018-03-23,12.950000000000001,B2C
9592A,2018-03-23,13.625,B2C
10253A,2018-03-23,14.48225,B2B
12830A,2018-03-23,11.55,B2B
13830A,2018-03-23,16.225,B2B
13303A,2018-03-23,13.625,B2B
12330A,2018-03-23,12.475,B2B
18068A,2018-03-23,10.625,B2B
16141A,2018-03-23,16.3,B2C
14224A,2018-03-23,12.475,B2B
17724A,2018-03-23,13.625,B2B
12330A,2018-03-23,4.65,B2B
9608A,2018-03-23,12.475,B2C
13836A,2018-03-23,16.225,B2C
11990A,2018-03-23,17.125,B2B
10248A,2018-03-23,14.975,B2B
11749A,2018-03-23,11.76675,B2B
10197A,2018-03-23,14.4825,B2C
16541A,2018-03-23,17.125,B2C
11029A,2018-03-24,18.575,B2C
18094A,2018-03-24,14.975,B2B
18068A,2018-03-24,10.625,B2B
16931A,2018-03-24,13.625,B2C
13979A,2018-03-24,10.625,B2B
11587A,2018-03-24,11.25,B2C
16382A,2018-03-24,16.225,B2C
14212A,2018-03-24,12.475,B2C
16930A,2018-03-24,18.575,B2C
17716A,2018-03-24,19.875,B2C
16136A,2018-03-24,12.475,B2B
16675A,2018-03-24,13.368500000000001,B2C
12788A,2018-03-24,15.5,B2C
14306A,2018-03-24,18.575,B2C
15767A,2018-03-24,16.225,B2C
10253A,2018-03-24,14.48225,B2B
10197A,2018-03-24,14.4825,B2C
11016A,2018-03-24,14.975,B2B
12221A,2018-03-24,21.125,B2B
17803A,2018-03-24,14.975,B2B
10414A,2018-03-24,12.475,B2B
14362A,2018-03-24,11.25,B2C
12815A,2018-03-24,15.799,B2C
14512A,2018-03-24,12.475,B2B
12330A,2018-03-24,12.475,B2B
17150A,2018-03-24,10.5625,B2C
16141A,2018-03-24,16.3,B2C
14875A,2018-03-24,19.875,B2C
17814A,2018-03-24,18.575,B2B
10908A,2018-03-24,16.225,B2B
14325A,2018-03-24,19.875,B2C
16840A,2018-03-24,13.625,B2B
11990A,2018-03-24,17.125,B2B
11791A,2018-03-24,12.475,B2C
13875A,2018-03-24,16.225,B2C
17908A,2018-03-24,11.35,B2B
18376A,2018-03-24,10.5625,B2C
18376A,2018-03-24,10.5625,B2C
10206A,2018-03-24,13.625,B2C
12813A,2018-03-24,16.225,B2C
16987A,2018-03-24,19.875,B2C
17967A,2018-03-24,13.477500000000001,B2C
11904A,2018-03-24,12.475,B2C
16541A,2018-03-24,17.125,B2C
12990A,2018-03-24,14.48225,B2C
14898A,2018-03-24,13.625,B2B
16106A,2018-03-24,16.225,B2C
12830A,2018-03-24,11.55,B2B
17863A,2018-03-24,13.625,B2B
14224A,2018-03-24,12.475,B2B
14044A,2018-03-24,19.875,B2C
13155A,2018-03-25,17.225,B2B
12391A,2018-03-25,13.625,B2C
15103A,2018-03-25,13.625,B2B
10253A,2018-03-25,14.48225,B2B
11749A,2018-03-25,11.76675,B2B
12710A,2018-03-25,19.875,B2C
14330A,2018-03-25,19.875,B2B
18121A,2018-03-25,19.875,B2B
17908A,2018-03-25,11.35,B2B
17804A,2018-03-25,12.725,B2C
14716A,2018-03-25,12.475,B2C
16675A,2018-03-25,13.368500000000001,B2C
17774A,2018-03-25,18.575,B2C
15226A,2018-03-25,13.225,B2B
11531A,2018-03-25,16.225,B2C
17041A,2018-03-25,14.86,B2B
16541A,2018-03-25,17.125,B2C
12819A,2018-03-25,14.975,B2B
12990A,2018-03-25,14.48225,B2C
17659A,2018-03-25,18.575,B2C
14152A,2018-03-25,16.225,B2C
11465A,2018-03-25,19.875,B2C
17056A,2018-03-25,13.625,B2C
11632A,2018-03-25,15.725,B2C
12330A,2018-03-25,12.475,B2B
17963A,2018-03-25,14.975,B2B
13979A,2018-03-25,10.625,B2B
16452A,2018-03-25,16.225,B2C
13524A,2018-03-25,19.875,B2B
18265A,2018-03-25,15.725,B2C
16680A,2018-03-25,7.5,B2C
10741A,2018-03-25,19.875,B2B
11990A,2018-03-25,17.125,B2B
16935A,2018-03-25,13.625,B2B
16106A,2018-03-25,16.225,B2C
12830A,2018-03-25,11.55,B2B
18260A,2018-03-25,17.79375,B2B
13830A,2018-03-25,16.225,B2B
14179A,2018-03-25,16.225,B2C
12701A,2018-03-25,12.475,B2C
16382A,2018-03-25,16.225,B2C
16141A,2018-03-25,16.3,B2C
16193A,2018-03-25,16.225,B2B
10197A,2018-03-25,14.4825,B2C
17724A,2018-03-25,13.625,B2B
13875A,2018-03-25,16.225,B2C
13033A,2018-03-25,13.0,B2B
18068A,2018-03-25,10.625,B2B
18260A,2018-03-25,17.79375,B2B
12205A,2018-03-25,16.225,B2B
13309A,2018-03-26,16.225,B2C
16223A,2018-03-26,19.875,B2C
16141A,2018-03-26,16.3,B2C
13875A,2018-03-26,16.225,B2C
17863A,2018-03-26,13.625,B2B
13797A,2018-03-26,16.225,B2C
14936A,2018-03-26,12.475,B2B
15135A,2018-03-26,16.225,B2C
18392A,2018-03-26,15.725,B2B
18041A,2018-03-26,12.775,B2C
16541A,2018-03-26,17.125,B2C
14898A,2018-03-26,13.625,B2B
14613A,2018-03-26,19.875,B2C
11990A,2018-03-26,19.875,B2B
17852A,2018-03-26,17.5125,B2C
12330A,2018-03-26,12.475,B2B
12743A,2018-03-26,16.225,B2C
17665A,2018-03-26,12.950000000000001,B2C
16056A,2018-03-26,14.975,B2C
13979A,2018-03-26,10.625,B2B
18421A,2018-03-26,11.98,B2C
9242A,2018-03-26,12.84375,B2C
18068A,2018-03-26,10.625,B2B
16499A,2018-03-26,21.125,B2C
17814A,2018-03-26,18.575,B2B
9983A,2018-03-26,16.225,B2C
16382A,2018-03-26,16.225,B2C
18321A,2018-03-26,18.3125,B2C
10995A,2018-03-26,18.575,B2C
17511A,2018-03-26,14.975,B2B
14224A,2018-03-26,12.475,B2B
18435A,2018-03-26,7.95,B2C
18435A,2018-03-26,7.95,B2C
18088A,2018-03-26,14.975,B2C
10875A,2018-03-26,18.575,B2B
11547A,2018-03-26,16.225,B2B
11931A,2018-03-26,18.575,B2C
13836A,2018-03-26,16.225,B2C
11305A,2018-03-26,13.625,B2B
17908A,2018-03-26,11.35,B2B
12844A,2018-03-26,19.875,B2C
10414A,2018-03-26,12.475,B2B
14821A,2018-03-26,14.975,B2C
16840A,2018-03-26,13.625,B2B
10197A,2018-03-26,14.4825,B2C
12990A,2018-03-26,14.48225,B2C
12169A,2018-03-26,19.875,B2C
13985A,2018-03-26,19.875,B2C
11791A,2018-03-26,17.225,B2C
13233A,2018-03-26,12.475,B2C
18432A,2018-03-26,15.725,B2B
13325A,2018-03-26,12.475,B2B
10689A,2018-03-26,16.225,B2C
10253A,2018-03-26,14.48225,B2B
18300A,2018-03-26,13.477500000000001,B2B
13777A,2018-03-26,16.225,B2B
18406A,2018-03-27,19.875,B2C
16541A,2018-03-27,17.125,B2C
17908A,2018-03-27,11.35,B2B
14224A,2018-03-27,12.475,B2B
16662A,2018-03-27,16.225,B2C
13875A,2018-03-27,16.225,B2C
13033A,2018-03-27,13.0,B2B
13979A,2018-03-27,10.625,B2B
16141A,2018-03-27,16.3,B2C
15167A,2018-03-27,14.975,B2C
12742A,2018-03-27,19.875,B2B
17803A,2018-03-27,14.975,B2B
14306A,2018-03-27,18.575,B2C
14212A,2018-03-27,12.475,B2C
11725A,2018-03-27,15.725,B2C
11587A,2018-03-27,16.225,B2C
11990A,2018-03-27,17.125,B2B
14403A,2018-03-27,13.625,B2C
18060A,2018-03-27,18.3125,B2C
16106A,2018-03-27,16.225,B2C
12788A,2018-03-27,15.5,B2C
10253A,2018-03-27,14.48225,B2B
12355A,2018-03-27,12.475,B2B
16930A,2018-03-27,18.575,B2C
10197A,2018-03-27,14.4825,B2C
18445A,2018-03-27,14.975,B2C
12830A,2018-03-27,11.55,B2B
12581A,2018-03-27,17.225,B2C
18068A,2018-03-27,10.625,B2B
11749A,2018-03-27,11.76675,B2B
12990A,2018-03-27,14.48225,B2C
16382A,2018-03-27,16.225,B2C
13230A,2018-03-27,17.225,B2B
16417A,2018-03-27,21.125,B2C
15103A,2018-03-27,13.625,B2B
12919A,2018-03-27,13.225,B2C
17716A,2018-03-27,19.875,B2C
18430A,2018-03-27,21.125,B2C
11904A,2018-03-27,12.475,B2C
17724A,2018-03-27,13.625,B2B
15879A,2018-03-27,12.475,B2B
13242A,2018-03-27,16.225,B2C
10689A,2018-03-27,16.225,B2C
12813A,2018-03-27,16.225,B2C
12815A,2018-03-27,15.799,B2C
12330A,2018-03-27,12.475,B2B
13184A,2018-03-27,16.225,B2C
11029A,2018-03-27,18.575,B2C
12877A,2018-03-27,14.975,B2B
14670A,2018-03-28,11.25,B2C
17818A,2018-03-28,17.1875,B2C
18375A,2018-03-28,14.975,B2B
12754A,2018-03-28,17.225,B2C
14843A,2018-03-28,19.875,B2C
16680A,2018-03-28,7.5,B2C
9592A,2018-03-28,13.625,B2C
17951A,2018-03-28,19.875,B2C
10608A,2018-03-28,12.475,B2B
16389A,2018-03-28,19.875,B2C
14531A,2018-03-28,17.225,B2C
17665A,2018-03-28,12.950000000000001,B2C
17717A,2018-03-28,13.477500000000001,B2C
18068A,2018-03-28,10.625,B2B
15986A,2018-03-28,15.0,B2C
10376A,2018-03-28,15.725,B2C
16047A,2018-03-28,19.875,B2C
12990A,2018-03-28,14.48225,B2C
9295A,2018-03-28,19.875,B2C
15659A,2018-03-28,15.725,B2C
12863A,2018-03-28,19.875,B2C
14600A,2018-03-28,17.225,B2C
18113A,2018-03-28,19.875,B2C
12780A,2018-03-28,15.725,B2C
12208A,2018-03-28,14.975,B2C
16541A,2018-03-28,21.125,B2C
16452A,2018-03-28,16.225,B2C
10197A,2018-03-28,14.4825,B2C
17972A,2018-03-28,21.125,B2C
17866A,2018-03-28,19.875,B2C
9324A,2018-03-28,17.225,B2C
17535A,2018-03-28,21.125,B2C
17833A,2018-03-28,18.575,B2C
10253A,2018-03-28,14.48225,B2B
13875A,2018-03-28,16.225,B2C
9105A,2018-03-28,19.875,B2C
13979A,2018-03-28,10.625,B2B
12901A,2018-03-28,16.225,B2C
17512A,2018-03-28,15.9,B2C
14863A,2018-03-28,16.225,B2C
14511A,2018-03-28,19.875,B2C
14508A,2018-03-28,18.575,B2C
18224A,2018-03-28,21.125,B2C
16141A,2018-03-28,16.3,B2C
9118A,2018-03-28,16.225,B2C
17640A,2018-03-28,18.8875,B2C
16505A,2018-03-28,14.975,B2B
17665A,2018-03-30,12.950000000000001,B2C
13033A,2018-03-30,13.0,B2B
15910A,2018-03-30,17.225,B2B
12990A,2018-03-30,14.48225,B2C
12742A,2018-03-30,19.875,B2B
15335A,2018-03-30,15.725,B2C
16988A,2018-03-30,21.125,B2B
17908A,2018-03-30,11.35,B2B
17056A,2018-03-30,13.625,B2C
15308A,2018-03-30,14.975,B2B
16541A,2018-03-30,17.125,B2C
11749A,2018-03-30,11.76675,B2B
16141A,2018-03-30,16.3,B2C
9592A,2018-03-30,13.625,B2C
13383A,2018-03-30,21.125,B2B
13303A,2018-03-30,13.625,B2B
17420A,2018-03-30,15.9,B2C
10197A,2018-03-30,14.4825,B2C
18260A,2018-03-30,17.79375,B2B
15103A,2018-03-30,13.625,B2B
12830A,2018-03-30,11.55,B2B
12959A,2018-03-30,14.975,B2B
17659A,2018-03-30,9.2875,B2C
16675A,2018-03-30,15.05,B2C
17724A,2018-03-30,13.625,B2B
12028A,2018-03-30,19.875,B2C
13722A,2018-03-30,13.225,B2B
17774A,2018-03-30,18.575,B2C
11931A,2018-03-30,18.575,B2C
13830A,2018-03-30,16.225,B2B
17035A,2018-03-30,14.975,B2B
10253A,2018-03-30,14.48225,B2B
12330A,2018-03-30,12.475,B2B
18481A,2018-03-30,16.366500000000002,B2C
17030A,2018-03-30,15.725,B2B
10248A,2018-03-30,14.975,B2B
13233A,2018-03-30,12.475,B2C
15506A,2018-03-30,19.875,B2B
13944A,2018-03-30,13.225,B2B
17659A,2018-03-30,9.2875,B2C
9608A,2018-03-30,12.475,B2C
13979A,2018-03-30,10.625,B2B
16138A,2018-03-30,15.725,B2C
18336A,2018-03-30,19.875,B2C
10875A,2018-03-30,18.575,B2B
16106A,2018-03-30,16.225,B2C
14614A,2018-03-30,12.725,B2C
13875A,2018-03-30,16.225,B2C
14936A,2018-03-30,12.475,B2B
18068A,2018-03-30,10.625,B2B
11305A,2018-03-30,13.625,B2B
18304A,2018-03-30,14.975,B2C
18417A,2018-03-30,15.725,B2B
13325A,2018-03-30,12.475,B2B
13836A,2018-03-30,16.225,B2C
14224A,2018-03-30,12.475,B2B
11990A,2018-03-30,17.125,B2B
11791A,2018-03-31,12.475,B2C
14952A,2018-03-31,15.725,B2C
10206A,2018-03-31,13.625,B2C
12990A,2018-03-31,14.48225,B2C
18068A,2018-03-31,10.625,B2B
16930A,2018-03-31,18.575,B2C
16987A,2018-03-31,19.875,B2C
10414A,2018-03-31,12.475,B2B
17967A,2018-03-31,13.477500000000001,B2C
12958A,2018-03-31,16.1,B2C
17498A,2018-03-31,14.86,B2C
17716A,2018-03-31,19.875,B2C
16931A,2018-03-31,13.625,B2C
13217A,2018-03-31,15.1415,B2C
16840A,2018-03-31,13.625,B2B
17863A,2018-03-31,13.625,B2B
10197A,2018-03-31,14.4825,B2C
13235A,2018-03-31,19.875,B2C
12830A,2018-03-31,11.55,B2B
10908A,2018-03-31,16.225,B2B
14224A,2018-03-31,12.475,B2B
14898A,2018-03-31,13.625,B2B
11016A,2018-03-31,14.975,B2B
12815A,2018-03-31,15.799,B2C
17814A,2018-03-31,18.575,B2B
13875A,2018-03-31,16.225,B2C
17908A,2018-03-31,11.35,B2B
10689A,2018-03-31,16.225,B2C
12742A,2018-03-31,19.875,B2B
13979A,2018-03-31,10.625,B2B
16136A,2018-03-31,12.475,B2B
12813A,2018-03-31,16.225,B2C
10253A,2018-03-31,14.48225,B2B
14875A,2018-03-31,19.875,B2C
14306A,2018-03-31,18.575,B2C
14362A,2018-03-31,11.25,B2C
16675A,2018-03-31,15.05,B2C
11990A,2018-03-31,17.125,B2B
11587A,2018-03-31,11.25,B2C
16141A,2018-03-31,16.3,B2C
13900A,2018-03-31,17.225,B2C
16106A,2018-03-31,16.225,B2C
14044A,2018-03-31,19.875,B2C
16541A,2018-03-31,17.125,B2C
11904A,2018-03-31,12.475,B2C
18526A,2018-03-31,18.575,B2B
12788A,2018-03-31,15.5,B2C
15242A,2018-03-31,16.225,B2C
11029A,2018-03-31,18.575,B2C
14512A,2018-03-31,12.475,B2B
14212A,2018-03-31,12.475,B2C
17803A,2018-03-31,14.975,B2B
12330A,2018-03-31,12.475,B2B
