client_id,date,value_usd,segment
13622A,2023-07-28,14.84425,B2C
13302A,2023-10-16,16.54525,B2B
14413A,2023-08-26,23.6351,B2B
14409A,2023-06-29,15.29375,B2C
14775A,2023-06-17,31.832500000000003,B2B
12200A,2023-12-13,21.2075,B2B
15188A,2023-05-17,25.5,B2B
15036A,2023-08-23,21.2075,B2B
14603A,2023-11-17,13.225,B2C
14935A,2023-06-14,27.582500000000003,B2B
12830A,2023-12-09,17.3723,B2B
15320A,2023-06-25,15.0,B2C
13930A,2023-09-05,14.0,B2C
13376A,2023-08-23,12.475,B2C
14667A,2023-11-22,21.2075,B2B
14280A,2023-06-21,21.2075,B2B
13463A,2023-09-05,27.582500000000003,B2B
15107A,2023-09-26,18.975,B2C
15194A,2023-07-22,13.903,B2C
15161A,2023-08-22,8.3165,B2C
12829A,2023-11-03,27.582500000000003,B2B
13152A,2023-10-07,32.2575,B2B
12636A,2023-11-03,16.225,B2C
13777A,2023-08-08,29.2825,B2B
12706A,2023-12-10,21.2075,B2B
14595A,2023-08-30,16.225,B2C
14692A,2023-06-13,17.225,B2C
13984A,2023-07-16,17.225,B2C
14617A,2023-06-20,13.225,B2C
14036A,2023-07-06,12.475,B2C
15346A,2023-07-15,17.225,B2C
14775A,2023-06-17,31.832500000000003,B2B
12122A,2023-11-27,22.4825,B2B
14584A,2023-09-07,15.0,B2C
11970A,2023-12-28,29.2825,B2B
14689A,2023-07-03,16.225,B2C
15327A,2023-05-04,19.125,B2B
12722A,2023-10-29,27.582500000000003,B2B
12947A,2023-09-19,12.475,B2C
12788A,2023-10-12,13.5,B2C
14439A,2023-11-28,21.2075,B2B
15245A,2023-05-02,14.975,B2C
15242A,2023-07-30,15.6625,B2C
13951A,2023-10-16,27.582500000000003,B2B
14882A,2023-06-17,11.25,B2C
14556A,2023-06-20,13.225,B2C
15367A,2023-05-18,27.582500000000003,B2B
12566A,2023-12-03,21.2075,B2B
15369A,2023-05-15,13.225,B2C
13655A,2023-08-16,16.225,B2C
14286A,2023-09-27,21.2075,B2B
14675A,2023-06-23,17.225,B2C
13535A,2023-09-08,13.225,B2C
15371A,2023-07-29,16.225,B2C
13930A,2023-09-06,14.0,B2C
12574A,2023-11-30,16.225,B2C
12671A,2023-10-12,21.2075,B2B
14085A,2023-10-06,21.2075,B2B
15103A,2023-05-05,22.4825,B2B
15373A,2023-05-02,16.225,B2C
15369A,2023-05-15,13.225,B2C
14239A,2023-08-26,12.75,B2B
12648A,2023-11-09,21.2075,B2B
15380A,2023-04-23,12.475,B2C
15285A,2023-04-19,27.582500000000003,B2B
15121A,2023-05-20,14.6025,B2C
14870A,2023-08-26,21.2075,B2B
13672A,2023-08-24,16.225,B2C
13722A,2023-11-05,24.6075,B2B
14582A,2023-05-19,30.1325,B2B
13640A,2023-10-27,21.2075,B2B
12830A,2023-12-10,17.3723,B2B
13786A,2023-08-31,13.90325,B2C
13302A,2023-10-17,16.54525,B2B
13921A,2023-09-13,21.2075,B2B
14972A,2023-09-04,16.225,B2C
14530A,2023-08-06,12.75,B2B
14413A,2023-08-27,23.6351,B2B
12114A,2023-12-19,16.225,B2C
12815A,2023-10-03,13.903,B2C
15133A,2023-10-25,22.4825,B2B
13409A,2023-08-12,18.975,B2C
14409A,2023-06-30,15.29375,B2C
13979A,2023-09-14,14.94725,B2B
13003A,2023-09-27,12.475,B2C
12404A,2023-12-12,21.2075,B2B
15327A,2023-05-05,19.125,B2B
15112A,2023-06-21,14.475,B2C
15194A,2023-07-23,13.903,B2C
13623A,2023-08-18,12.75,B2B
14320A,2023-08-14,12.475,B2C
12981A,2023-09-29,16.225,B2C
15370A,2023-06-11,18.975,B2C
14014A,2023-07-08,16.225,B2C
13959A,2023-08-12,15.85,B2C
13622A,2023-07-29,14.84425,B2C
13152A,2023-10-08,24.699725,B2B
13343A,2023-08-27,21.2075,B2B
12840A,2023-11-25,20.825,B2B
15012A,2023-11-02,10.05,B2C
13158A,2023-12-13,27.582500000000003,B2B
13979A,2023-09-15,14.94725,B2B
13979A,2023-09-15,14.94725,B2B
15086A,2023-04-26,8.225,B2C
12269A,2023-12-21,11.5,B2C
12680A,2023-10-16,16.225,B2C
13941A,2023-12-20,16.225,B2C
14402A,2023-06-18,17.225,B2C
15448A,2023-08-02,17.225,B2C
13808A,2023-07-30,11.6625,B2C
14987A,2023-05-19,13.225,B2C
13584A,2023-08-05,17.225,B2C
12756A,2023-10-28,8.225,B2C
13821A,2023-07-30,16.225,B2C
13930A,2023-09-07,14.0,B2C
12393A,2023-11-25,21.2075,B2B
15167A,2023-07-22,13.225,B2C
13575A,2023-11-18,17.225,B2C
13375A,2023-10-28,18.975,B2C
13709A,2023-09-28,16.225,B2C
12848A,2023-11-18,16.225,B2C
14476A,2023-05-28,18.975,B2C
13149A,2023-09-19,17.225,B2C
13297A,2023-08-19,13.225,B2C
14312A,2023-06-26,18.975,B2C
13017A,2023-10-01,16.225,B2C
13589A,2023-11-11,17.225,B2C
12924A,2023-11-11,17.225,B2C
15454A,2023-09-30,14.975,B2C
14638A,2023-06-12,17.225,B2C
15440A,2023-05-03,11.25,B2C
12021A,2023-12-28,17.225,B2C
14646A,2023-11-16,16.225,B2C
13786A,2023-09-01,13.90325,B2C
15036A,2023-08-25,21.2075,B2B
14548A,2023-06-06,15.0,B2C
15375A,2023-06-02,8.225,B2C
15426A,2023-06-01,13.725,B2C
14279A,2023-08-11,21.2075,B2B
15380A,2023-04-24,12.475,B2C
12815A,2023-10-04,13.903,B2C
13320A,2023-08-31,9.25725,B2C
14511A,2023-06-18,17.225,B2C
14058A,2023-07-13,12.475,B2C
14848A,2023-06-21,16.225,B2C
14830A,2023-06-08,14.475,B2C
15061A,2023-06-24,8.3165,B2C
14968A,2023-11-21,11.25,B2C
14068A,2023-10-19,8.225,B2C
14950A,2023-11-12,11.25,B2C
14645A,2023-09-15,16.225,B2C
14413A,2023-08-28,23.6351,B2B
14664A,2023-06-22,17.225,B2C
14065A,2023-07-07,14.475,B2C
13140A,2023-09-14,16.225,B2C
13090A,2023-10-19,16.225,B2C
14757A,2023-05-18,16.225,B2C
14997A,2023-06-15,15.0,B2C
15194A,2023-07-24,13.903,B2C
15013A,2023-05-14,15.0,B2C
14349A,2023-08-22,17.225,B2C
13841A,2023-07-20,18.975,B2C
14971A,2023-07-08,15.0,B2C
14603A,2023-11-21,13.225,B2C
13622A,2023-08-01,14.84425,B2C
15369A,2023-05-18,13.225,B2C
13930A,2023-09-09,14.0,B2C
13483A,2023-08-20,27.582500000000003,B2B
14870A,2023-08-29,21.2075,B2B
14856A,2023-08-30,17.225,B2C
15245A,2023-05-05,16.225,B2C
14640A,2023-11-30,22.4825,B2B
12706A,2023-12-14,21.2075,B2B
13257A,2023-11-29,29.2825,B2B
14936A,2023-11-07,21.2075,B2B
12404A,2023-12-15,21.2075,B2B
14595A,2023-09-03,16.225,B2C
12815A,2023-10-06,13.903,B2C
12566A,2023-12-06,21.2075,B2B
15424A,2023-05-12,16.544825,B2B
14806A,2023-05-28,15.0,B2C
12185A,2023-12-08,17.225,B2C
14470A,2023-06-18,17.225,B2C
13103A,2023-10-02,21.2075,B2B
14413A,2023-08-30,23.6351,B2B
13433A,2023-11-29,27.582500000000003,B2B
14409A,2023-07-03,15.29375,B2C
12830A,2023-12-13,17.3723,B2B
15177A,2023-05-29,18.975,B2C
14280A,2023-06-25,21.2075,B2B
14935A,2023-06-18,27.582500000000003,B2B
14503A,2023-07-19,18.975,B2C
13003A,2023-09-30,12.475,B2C
13303A,2023-08-26,21.2075,B2B
13623A,2023-08-21,12.75,B2B
13158A,2023-12-16,27.582500000000003,B2B
12360A,2023-11-25,13.225,B2C
14972A,2023-09-07,16.225,B2C
14582A,2023-05-22,30.1325,B2B
14239A,2023-08-29,12.75,B2B
15291A,2023-07-14,16.225,B2C
13152A,2023-10-11,24.699725,B2B
12947A,2023-09-23,12.475,B2C
13876A,2023-10-24,17.225,B2C
13786A,2023-09-03,13.90325,B2C
12840A,2023-11-28,20.825,B2B
14757A,2023-05-20,16.225,B2C
15120A,2023-05-20,32.2575,B2B
15194A,2023-07-26,13.903,B2C
15314A,2023-05-18,11.25,B2C
13376A,2023-08-27,12.475,B2C
14320A,2023-08-17,16.225,B2C
14681A,2023-07-03,27.582500000000003,B2B
13979A,2023-09-17,14.94725,B2B
14667A,2023-11-26,21.2075,B2B
14755A,2023-11-10,22.4825,B2B
13302A,2023-10-20,16.54525,B2B
12406A,2023-12-04,19.55,B2B
14910A,2023-08-16,14.475,B2C
12843A,2023-11-16,22.4825,B2B
12722A,2023-11-02,27.582500000000003,B2B
13429A,2023-10-03,29.2825,B2B
12114A,2023-12-22,16.225,B2C
13951A,2023-10-19,27.582500000000003,B2B
15475A,2023-05-27,16.225,B2C
12671A,2023-10-15,21.2075,B2B
14657A,2023-06-19,22.4825,B2B
14631A,2023-10-30,16.225,B2C
12815A,2023-10-07,13.903,B2C
15053A,2023-08-09,15.0,B2C
14439A,2023-12-02,21.2075,B2B
12829A,2023-11-08,27.582500000000003,B2B
12788A,2023-10-16,13.5,B2C
15245A,2023-05-06,14.975,B2C
14984A,2023-06-10,15.0,B2C
15012A,2023-11-06,10.05,B2C
14992A,2023-05-21,17.225,B2C
12648A,2023-11-13,21.2075,B2B
14878A,2023-05-21,14.475,B2C
12858A,2023-10-24,6.25,B2C
13640A,2023-10-31,21.2075,B2B
15369A,2023-05-19,9.762,B2C
13302A,2023-10-21,16.54525,B2B
15144A,2023-05-25,25.5,B2B
12200A,2023-12-18,21.2075,B2B
14291A,2023-07-15,6.25,B2C
14113A,2023-07-30,16.225,B2C
13786A,2023-09-04,13.90325,B2C
13463A,2023-09-10,27.582500000000003,B2B
15316A,2023-06-03,27.582500000000003,B2B
15175A,2023-05-31,15.0,B2C
14681A,2023-07-04,27.582500000000003,B2B
15509A,2023-05-15,15.0,B2C
13622A,2023-08-02,14.84425,B2C
14861A,2023-05-13,14.475,B2C
15194A,2023-07-27,13.903,B2C
15515A,2023-06-30,18.975,B2C
14530A,2023-08-10,12.75,B2B
14898A,2023-08-26,21.2075,B2B
13343A,2023-08-31,21.2075,B2B
15424A,2023-05-13,16.544825,B2B
15230A,2023-08-05,8.3165,B2C
14413A,2023-08-31,23.6351,B2B
14932A,2023-06-21,15.0,B2C
13954A,2023-07-25,18.975,B2C
13638A,2023-08-27,16.225,B2C
13672A,2023-08-28,11.25,B2C
15180A,2023-10-16,14.6025,B2C
14192A,2023-07-09,12.75,B2B
14259A,2023-10-06,18.975,B2C
15512A,2023-10-17,14.475,B2C
14916A,2023-11-06,18.975,B2C
13930A,2023-09-10,14.0,B2C
13979A,2023-09-18,14.94725,B2B
12574A,2023-12-04,16.225,B2C
15096A,2023-07-28,27.582500000000003,B2B
14018A,2023-08-11,16.36375,B2C
15186A,2023-04-23,11.2275,B2C
14409A,2023-07-04,15.29375,B2C
13152A,2023-10-12,24.699725,B2B
14729A,2023-07-07,27.582500000000003,B2B
13952A,2023-08-15,22.4825,B2B
11968A,2023-12-27,18.975,B2C
13293A,2023-09-01,29.2825,B2B
15125A,2023-07-14,25.5,B2B
12782A,2023-10-18,14.475,B2C
13900A,2023-08-08,13.225,B2C
15346A,2023-07-20,17.225,B2C
15440A,2023-05-06,11.25,B2C
15327A,2023-05-09,19.125,B2B
14367A,2023-09-23,27.582500000000003,B2B
12830A,2023-12-14,17.3723,B2B
13914A,2023-07-24,17.225,B2C
13921A,2023-09-17,21.2075,B2B
13900A,2023-08-08,3.0,B2C
14058A,2023-07-16,12.475,B2C
12638A,2023-11-06,27.582500000000003,B2B
13951A,2023-10-21,27.582500000000003,B2B
13941A,2023-12-24,16.225,B2C
15124A,2023-07-24,20.23425,B2B
13930A,2023-09-11,14.0,B2C
12830A,2023-12-15,17.3723,B2B
15039A,2023-07-28,12.75,B2B
13017A,2023-10-05,16.225,B2C
14870A,2023-08-31,21.2075,B2B
14805A,2023-07-26,27.582500000000003,B2B
14645A,2023-09-19,13.225,B2C
15245A,2023-05-07,16.225,B2C
12406A,2023-12-06,19.55,B2B
13216A,2023-09-18,14.475,B2C
14279A,2023-08-15,21.2075,B2B
15369A,2023-05-20,9.762,B2C
12815A,2023-10-08,13.903,B2C
14972A,2023-09-09,16.225,B2C
15036A,2023-08-29,21.2075,B2B
13532A,2023-10-08,17.225,B2C
15024A,2023-06-03,14.475,B2C
14152A,2023-07-13,16.225,B2C
15491A,2023-05-14,12.475,B2C
15509A,2023-05-16,15.0,B2C
14757A,2023-05-22,16.225,B2C
15525A,2023-07-05,24.6075,B2B
14831A,2023-08-24,15.0,B2C
13155A,2023-12-17,29.2825,B2B
15530A,2023-10-10,18.975,B2C
15012A,2023-11-07,10.05,B2C
12819A,2023-11-29,22.4825,B2B
14085A,2023-10-11,21.2075,B2B
12566A,2023-12-08,21.2075,B2B
14681A,2023-07-05,27.582500000000003,B2B
13302A,2023-10-22,16.54525,B2B
13158A,2023-12-18,27.582500000000003,B2B
12114A,2023-12-24,16.225,B2C
14845A,2023-06-22,16.225,B2C
12840A,2023-11-30,20.825,B2B
12671A,2023-10-17,21.2075,B2B
14025A,2023-08-08,12.475,B2C
13622A,2023-08-03,14.84425,B2C
14303A,2023-07-24,12.225,B2C
14728A,2023-11-14,17.225,B2C
12380A,2023-11-29,29.2825,B2B
14413A,2023-09-01,23.6351,B2B
14409A,2023-07-05,15.29375,B2C
14146A,2023-12-05,22.4825,B2B
15424A,2023-05-14,16.544825,B2B
13122A,2023-09-22,12.475,B2C
14139A,2023-12-11,16.225,B2C
15080A,2023-07-27,15.44375,B2C
14742A,2023-07-16,17.225,B2C
12393A,2023-11-29,21.2075,B2B
13786A,2023-09-05,13.90325,B2C
13623A,2023-08-23,12.75,B2B
15194A,2023-07-28,13.903,B2C
14547A,2023-09-30,17.225,B2C
14239A,2023-08-31,12.75,B2B
15367A,2023-05-23,27.582500000000003,B2B
14202A,2023-10-06,17.225,B2C
13152A,2023-10-13,24.699725,B2B
12680A,2023-10-20,13.225,B2C
14877A,2023-09-24,13.225,B2C
15121A,2023-05-25,14.6025,B2C
15232A,2023-04-21,11.25,B2C
15188A,2023-05-23,25.5,B2B
13003A,2023-10-02,12.475,B2C
14332A,2023-08-04,17.225,B2C
12722A,2023-11-05,27.582500000000003,B2B
15369A,2023-05-21,9.762,B2C
15373A,2023-05-08,16.225,B2C
14865A,2023-05-23,15.0,B2C
13152A,2023-10-14,24.699725,B2B
15327A,2023-05-11,19.125,B2B
14058A,2023-07-18,12.475,B2C
14595A,2023-09-06,16.225,B2C
12516A,2023-11-20,29.2825,B2B
13786A,2023-09-06,13.90325,B2C
14357A,2023-11-20,8.75,B2C
12912A,2023-12-22,16.225,B2C
12829A,2023-11-10,27.582500000000003,B2B
14638A,2023-06-17,17.225,B2C
15135A,2023-05-20,16.225,B2C
15194A,2023-07-29,13.903,B2C
15545A,2023-05-05,11.25,B2C
14603A,2023-11-24,13.225,B2C
15541A,2023-07-12,18.975,B2C
13984A,2023-07-23,17.225,B2C
15012A,2023-11-08,10.05,B2C
13397A,2023-09-23,17.225,B2C
13930A,2023-09-12,14.0,B2C
15256A,2023-07-04,9.6875,B2C
14898A,2023-08-28,21.2075,B2B
14582A,2023-05-25,30.1325,B2B
14376A,2023-08-15,12.725,B2C
14259A,2023-10-08,18.975,B2C
15103A,2023-05-11,21.2075,B2B
12636A,2023-11-10,16.225,B2C
14667A,2023-11-29,21.2075,B2B
15100A,2023-05-10,18.975,B2C
13979A,2023-09-20,14.94725,B2B
13840A,2023-11-03,18.975,B2C
14729A,2023-07-09,27.582500000000003,B2B
12815A,2023-10-09,13.903,B2C
14280A,2023-06-28,21.2075,B2B
12877A,2023-10-16,22.4825,B2B
14936A,2023-11-10,21.2075,B2B
14450A,2023-08-16,27.582500000000003,B2B
12122A,2023-12-04,22.4825,B2B
14935A,2023-06-21,27.582500000000003,B2B
12706A,2023-12-17,21.2075,B2B
12774A,2023-11-09,29.2825,B2B
12947A,2023-09-26,12.475,B2C
15185A,2023-07-18,27.582500000000003,B2B
13718A,2023-10-29,13.225,B2C
13302A,2023-10-23,16.54525,B2B
13463A,2023-09-12,27.582500000000003,B2B
14413A,2023-09-02,23.6351,B2B
12200A,2023-12-20,21.2075,B2B
14409A,2023-07-06,15.29375,B2C
14036A,2023-07-13,12.475,B2C
15473A,2023-05-04,14.975,B2C
13376A,2023-08-30,12.475,B2C
12830A,2023-12-16,17.3723,B2B
15424A,2023-05-15,16.544825,B2B
12638A,2023-11-08,27.582500000000003,B2B
13777A,2023-08-15,29.2825,B2B
15314A,2023-05-21,15.0,B2C
14941A,2023-06-03,17.0,B2B
12626A,2023-11-10,8.225,B2C
12723A,2023-10-25,13.225,B2C
14487A,2023-07-25,10.0,B2C
15039A,2023-07-29,12.75,B2B
13622A,2023-08-04,14.84425,B2C
12710A,2023-10-18,17.225,B2C
14357A,2023-11-20,14.475,B2C
12574A,2023-12-07,16.225,B2C
15371A,2023-08-05,16.225,B2C
13622A,2023-08-05,14.84425,B2C
13409A,2023-08-19,18.975,B2C
13979A,2023-09-21,14.94725,B2B
12788A,2023-10-19,13.5,B2C
14530A,2023-08-13,12.75,B2B
12671A,2023-10-19,21.2075,B2B
14320A,2023-08-21,12.475,B2C
13152A,2023-10-15,24.699725,B2B
13343A,2023-09-03,21.2075,B2B
13921A,2023-09-20,21.2075,B2B
13623A,2023-08-25,12.75,B2B
15424A,2023-05-16,16.544825,B2B
13959A,2023-08-19,15.85,B2C
13951A,2023-10-23,27.582500000000003,B2B
15007A,2023-09-23,27.582500000000003,B2B
14870A,2023-09-02,21.2075,B2B
13158A,2023-12-20,27.582500000000003,B2B
12114A,2023-12-26,16.225,B2C
14809A,2023-06-05,17.225,B2C
13930A,2023-09-13,14.0,B2C
13640A,2023-11-03,21.2075,B2B
12815A,2023-10-10,13.903,B2C
15245A,2023-05-09,14.975,B2C
14675A,2023-06-30,17.225,B2C
13655A,2023-08-23,16.225,B2C
15242A,2023-08-06,15.6625,B2C
12981A,2023-10-06,16.225,B2C
12840A,2023-12-02,20.825,B2B
14409A,2023-07-07,15.29375,B2C
15194A,2023-07-30,13.903,B2C
14085A,2023-10-13,32.2575,B2B
14085A,2023-10-13,32.2575,B2B
15370A,2023-06-18,18.975,B2C
15012A,2023-11-09,10.05,B2C
14085A,2023-10-13,32.2575,B2B
13954A,2023-07-28,18.975,B2C
14423A,2023-09-17,17.225,B2C
12566A,2023-12-10,21.2075,B2B
13638A,2023-08-30,16.225,B2C
15549A,2023-05-04,16.225,B2C
15369A,2023-05-22,9.762,B2C
15256A,2023-07-05,9.6875,B2C
12648A,2023-11-16,21.2075,B2B
13786A,2023-09-07,13.90325,B2C
13672A,2023-08-31,16.225,B2C
14972A,2023-09-11,16.225,B2C
15316A,2023-06-06,27.582500000000003,B2B
13302A,2023-10-24,16.54525,B2B
15509A,2023-05-18,15.0,B2C
14413A,2023-09-03,23.6351,B2B
12417A,2023-11-06,12.475,B2C
14239A,2023-09-02,12.75,B2B
15530A,2023-10-12,18.975,B2C
15543A,2023-04-23,16.225,B2C
12830A,2023-12-17,17.3723,B2B
14556A,2023-06-27,13.225,B2C
14439A,2023-12-05,21.2075,B2B
13753A,2023-11-10,11.9025,B2C
13535A,2023-09-15,13.225,B2C
12393A,2023-12-02,21.2075,B2B
14058A,2023-07-20,12.475,B2C
13492A,2023-11-01,14.475,B2C
10751A,2023-09-28,12.475,B2C
15567A,2023-07-30,15.0,B2C
13930A,2023-09-14,14.0,B2C
15560A,2023-10-24,8.225,B2C
15443A,2023-05-04,18.975,B2C
13941A,2023-12-27,16.225,B2C
12835A,2023-10-21,11.6625,B2C
13923A,2023-08-03,17.225,B2C
14312A,2023-07-03,18.975,B2C
15198A,2023-10-19,17.225,B2C
15103A,2023-05-13,21.2075,B2B
14462A,2023-09-13,17.225,B2C
14531A,2023-09-22,15.0,B2C
15586A,2023-06-08,18.975,B2C
13575A,2023-11-25,17.225,B2C
14131A,2023-09-05,12.475,B2C
14848A,2023-06-28,16.225,B2C
13320A,2023-09-07,9.25725,B2C
15167A,2023-07-29,13.225,B2C
15095A,2023-10-23,18.975,B2C
14757A,2023-05-25,16.225,B2C
15508A,2023-05-16,18.975,B2C
14413A,2023-09-04,23.6351,B2B
13017A,2023-10-08,16.225,B2C
13271A,2023-10-05,15.0,B2C
14645A,2023-09-22,16.225,B2C
14955A,2023-06-06,21.2075,B2B
15574A,2023-04-27,15.0,B2C
15161A,2023-08-31,8.3165,B2C
13786A,2023-09-08,13.90325,B2C
13979A,2023-09-22,14.94725,B2B
14969A,2023-07-07,13.75,B2C
14843A,2023-07-13,17.225,B2C
12403A,2023-12-17,14.475,B2C
13364A,2023-09-22,12.475,B2C
13593A,2023-07-05,14.475,B2C
14743A,2023-11-20,17.225,B2C
14279A,2023-08-18,21.2075,B2B
15013A,2023-05-21,17.225,B2C
12949A,2023-10-24,14.475,B2C
15036A,2023-09-01,29.2825,B2B
15194A,2023-07-31,13.903,B2C
14602A,2023-06-19,18.975,B2C
12745A,2023-12-10,15.0,B2C
13140A,2023-09-21,16.225,B2C
13297A,2023-08-26,13.225,B2C
14572A,2023-06-09,15.0,B2C
12815A,2023-10-11,13.903,B2C
13709A,2023-10-05,16.225,B2C
14997A,2023-06-22,15.0,B2C
15588A,2023-10-15,18.975,B2C
13810A,2023-10-31,14.975,B2C
13813A,2023-08-06,16.225,B2C
14987A,2023-05-26,13.225,B2C
14349A,2023-08-29,17.225,B2C
14230A,2023-07-16,13.225,B2C
14664A,2023-06-29,17.225,B2C
12680A,2023-10-23,16.225,B2C
13683A,2023-08-13,22.4825,B2B
13090A,2023-10-26,16.225,B2C
14729A,2023-07-11,27.582500000000003,B2B
13429A,2023-10-10,29.2825,B2B
14935A,2023-06-25,27.582500000000003,B2B
14681A,2023-07-10,27.582500000000003,B2B
12843A,2023-11-23,22.4825,B2B
13876A,2023-10-31,17.225,B2C
15369A,2023-05-25,9.762,B2C
14193A,2023-07-20,14.475,B2C
13930A,2023-09-16,14.0,B2C
14280A,2023-07-02,21.2075,B2B
13951A,2023-10-26,27.582500000000003,B2B
12883A,2023-12-19,18.975,B2C
13786A,2023-09-10,13.90325,B2C
12848A,2023-11-27,16.225,B2C
13979A,2023-09-24,14.94725,B2B
13722A,2023-11-15,24.6075,B2B
15491A,2023-05-19,12.475,B2C
12185A,2023-12-15,17.225,B2C
12840A,2023-12-05,20.825,B2B
15180A,2023-10-22,14.6025,B2C
15538A,2023-05-15,16.225,B2C
13622A,2023-08-08,14.84425,B2C
12406A,2023-12-11,19.55,B2B
14936A,2023-11-14,21.2075,B2B
14755A,2023-11-17,22.4825,B2B
15440A,2023-05-12,11.25,B2C
13303A,2023-09-02,21.2075,B2B
12706A,2023-12-21,21.2075,B2B
13103A,2023-10-09,21.2075,B2B
12947A,2023-09-30,12.475,B2C
12404A,2023-12-22,21.2075,B2B
14320A,2023-08-24,16.225,B2C
14667A,2023-12-03,21.2075,B2B
13302A,2023-10-27,16.54525,B2B
14806A,2023-06-04,15.0,B2C
15103A,2023-05-15,21.2075,B2B
13954A,2023-07-31,18.975,B2C
14603A,2023-11-28,13.225,B2C
13152A,2023-10-18,24.699725,B2B
13257A,2023-12-06,29.2825,B2B
14595A,2023-09-10,16.225,B2C
14085A,2023-10-16,21.2075,B2B
12703A,2023-11-20,14.475,B2C
12815A,2023-10-13,13.903,B2C
15194A,2023-08-02,13.903,B2C
13623A,2023-08-28,12.75,B2B
13158A,2023-12-23,27.582500000000003,B2B
14239A,2023-09-05,12.75,B2B
14413A,2023-09-06,23.6351,B2B
12114A,2023-12-29,16.225,B2C
14409A,2023-07-10,15.29375,B2C
15545A,2023-05-09,11.25,B2C
14582A,2023-05-29,30.1325,B2B
14640A,2023-12-07,22.4825,B2B
13003A,2023-10-07,12.475,B2C
12830A,2023-12-20,17.3723,B2B
13376A,2023-09-03,12.475,B2C
14870A,2023-09-05,21.2075,B2B
15314A,2023-05-25,11.25,B2C
12566A,2023-12-13,21.2075,B2B
12722A,2023-11-09,27.582500000000003,B2B
15424A,2023-05-19,16.544825,B2B
14972A,2023-09-14,16.225,B2C
13409A,2023-08-22,18.975,B2C
14689A,2023-07-15,8.1125,B2C
15053A,2023-08-16,15.0,B2C
12788A,2023-10-23,13.5,B2C
14192A,2023-07-16,12.75,B2B
14413A,2023-09-07,23.6351,B2B
14631A,2023-11-06,16.225,B2C
14729A,2023-07-14,27.582500000000003,B2B
13302A,2023-10-28,16.54525,B2B
14411A,2023-07-23,14.475,B2C
15316A,2023-06-10,27.582500000000003,B2B
12648A,2023-11-20,21.2075,B2B
15372A,2023-07-13,12.475,B2C
15125A,2023-07-21,25.5,B2B
14014A,2023-07-19,16.225,B2C
14898A,2023-09-02,21.2075,B2B
13930A,2023-09-17,14.0,B2C
15245A,2023-05-13,14.975,B2C
14018A,2023-08-18,17.225,B2C
12651A,2023-11-10,16.225,B2C
12200A,2023-12-25,21.2075,B2B
15347A,2023-05-05,8.225,B2C
13979A,2023-09-25,14.94725,B2B
15186A,2023-04-30,11.2275,B2C
14757A,2023-05-28,16.225,B2C
12815A,2023-10-14,13.903,B2C
15594A,2023-07-27,15.85,B2C
14058A,2023-07-23,12.475,B2C
14113A,2023-08-06,16.225,B2C
14613A,2023-08-29,17.225,B2C
13622A,2023-08-09,14.84425,B2C
13786A,2023-09-11,14.48225,B2C
12557A,2023-11-08,18.975,B2C
12830A,2023-12-21,17.3723,B2B
13463A,2023-09-17,27.582500000000003,B2B
14530A,2023-08-17,12.75,B2B
13640A,2023-11-07,22.4825,B2B
14439A,2023-12-09,21.2075,B2B
13952A,2023-08-22,22.4825,B2B
15036A,2023-09-04,22.4825,B2B
15096A,2023-08-04,27.582500000000003,B2B
12638A,2023-11-13,27.582500000000003,B2B
12574A,2023-12-11,16.225,B2C
14657A,2023-06-26,22.4825,B2B
14689A,2023-07-15,8.1125,B2C
12829A,2023-11-15,27.582500000000003,B2B
13638A,2023-09-03,16.225,B2C
15369A,2023-05-26,9.762,B2C
15144A,2023-06-01,25.5,B2B
15634A,2023-06-18,15.0,B2C
15194A,2023-08-03,13.903,B2C
13152A,2023-10-19,24.6993,B2B
13900A,2023-08-15,13.225,B2C
13293A,2023-09-08,29.2825,B2B
13221A,2023-09-28,14.475,B2C
14409A,2023-07-11,15.29375,B2C
13497A,2023-07-24,17.225,B2C
13900A,2023-08-15,13.225,B2C
13343A,2023-09-07,21.2075,B2B
14547A,2023-10-06,17.225,B2C
15424A,2023-05-20,16.544825,B2B
13921A,2023-09-25,21.2075,B2B
13122A,2023-09-29,12.475,B2C
13930A,2023-09-18,14.0,B2C
13152A,2023-10-20,24.6993,B2B
14279A,2023-08-22,21.2075,B2B
15646A,2023-06-13,16.225,B2C
15369A,2023-05-27,9.762,B2C
14681A,2023-07-12,13.791250000000002,B2B
14728A,2023-11-21,17.225,B2C
15080A,2023-08-03,15.44375,B2C
15188A,2023-05-30,25.5,B2B
14239A,2023-09-07,12.75,B2B
12830A,2023-12-22,17.3723,B2B
13622A,2023-08-10,14.84425,B2C
13532A,2023-10-15,17.225,B2C
12680A,2023-10-27,13.225,B2C
12819A,2023-12-06,22.4825,B2B
14202A,2023-10-13,17.225,B2C
14152A,2023-07-20,16.225,B2C
14025A,2023-08-15,12.475,B2C
15232A,2023-04-28,11.25,B2C
12393A,2023-12-06,21.2075,B2B
12840A,2023-12-07,20.825,B2B
15424A,2023-05-21,16.544825,B2B
14332A,2023-08-11,17.225,B2C
15194A,2023-08-04,13.903,B2C
12648A,2023-11-21,26.7325,B2B
15549A,2023-05-09,16.225,B2C
14845A,2023-06-29,16.225,B2C
13302A,2023-10-29,16.54525,B2B
