cust_num,date,inc_amt_usd
gQCraCay39E4UKnaSznIVTbDo61lrugvGRv5aFOTRbA=,2023-12-05,176.23
M3tHqPJJvG1+dZkVvzJl16kgDwtGS4XPUUvhalTs2zs=,2023-12-05,451.65
jEAFH6EbS7mcU0jLXU86u8UltlOIA8odWsT2WpigiYU=,2023-12-05,65.27
W03KPI5E5moOHwkPz7pZ2tzn+t9W2GOdO3Wg1PnkLnY=,2023-12-05,42.74
srIgAAhGKoWEdW14BQusnszG1m1UvVAyLnVRzzxyGco=,2023-12-05,94.58
x6euXbZPH4dfq7UzwCJLIYPuYDL25RqMIMZHcglgGnQ=,2023-12-05,167.34
vaI+DnQlsItoZ3tjrSTHEpjkxJFNRtqLsdzwqXOBbsI=,2023-12-05,30.97
7Ek/wcchNwaar41H0qRbpe39HYUw38M+doNCdrAVt34=,2023-12-05,162.31
BdTKQKm5bRRg6n7Q00gNpiUcFRgx4XIbMughqt2mRW8=,2023-12-05,147.99
QtpbKnL5akyDTc1+Cgxl0xQbigvazhUoSTfujaeXvfw=,2023-12-05,117.64
0zrw+qFzuYD/mk0472SskS0OFm2iQs7AtBJoYIrw4+4=,2023-12-05,80.51
eh4bxi9BT4HE+RTMJEganff50KYeat+VGdijPr28oQ8=,2023-12-05,201.57
7CBum9BE3btUfetHbtUVaeWOE5R+RamKWqr54O2JM6Q=,2023-12-05,85.63
3qp3gYOhBR2KgYafBeIuIWnq4qKfU2858YPivISX0lg=,2023-12-05,91.0
Ngk8ZZ9oI1EO8CclimDAtwPJBdLQzTCJrK52khDDzWE=,2023-12-05,347.13
AUD68itz7QEbeBZF68ivuv2/7/6uXl0Cs0JzcChi3cA=,2023-12-05,58.24
BQaJap8f7dMmDmPvBv4h9NVnfYcs9LdTI5sckKeiv3Y=,2023-12-05,57.81
C/tkdBsVUlDnuv9fLVdDI00sh2JSIsZFkxEznB5tzQw=,2023-12-05,78.35
mwICO7z3xLil0JlwrsSDZ25cOKVdu1o+09QZHu1j9o4=,2023-12-05,33.54
pFq/pzk03+krdnaymmww/p/KwA7yOzCGMCaD8WiG8Cw=,2023-12-05,175.08
kyrytBgcF92vkD3M64bXIFmj2Klghh1FHmUV5QTqRtE=,2023-12-05,173.59
3fIuMdrSEBEoCVlfX+pe1nbsPHlKHRj805ZWxr8lCQg=,2023-12-05,82.64
N+C3K95aw51S+We4n1kpSuIpxm0WsWmOZJy2OzvNyaM=,2023-12-05,116.7
axWVfYVi8YxPoVpyttiRKWZk//+nAM0wwpnmkR8ajAA=,2023-12-05,148.69
NEIo2n7wSpnR/NLkxWOoyI0VEjrQ0haBsLUgp+sTTdM=,2023-12-05,166.92
CkKFqlj/vfs9mjQ/wKCpgNlTShM3L8hAkvo5oqrEJg4=,2023-12-05,74.41
63O81Oj+fhKLsBIz9Lesi1rudlDoaNgNGsEZi+rDl78=,2023-12-05,155.06
hS1NGAKI5QuSiWlnwzfRwQNXbPMFrOtRs1CcpcWYpZE=,2023-12-05,371.01
eyL0YdkwRo/xQ1agXa5HQD3hJQUh2SgSxuthIWYQYC4=,2023-12-05,46.98
TN5wikXz/GrcC056Z4bOyLw/EHsIny0BcpGy5k2XrGg=,2023-12-05,177.55
/3tFBFqTsy6u1qZ1cyvitAWIbOv29k7yldv4RwRkhsk=,2023-12-05,70.85
EWX0P7vf8sT8PLVFDZow0nbv11dEWfjPaqW5NkH/1OA=,2023-12-05,66.25
0aLGi2dEDPcL8EUHAfnmZZU8fDR/mhBjGn44HDOjNZg=,2023-12-05,57.15
PFWXMM2TRcYcGuD0D0nJul7Zw3/1HBS/K4FROnQjsdI=,2023-12-05,76.88
B95zw/GKquc+dsZLdexH9Rg2yujq+k3oWFBa4O0AgCY=,2023-12-05,129.77
RTEPoOHlGgH7OSyiM+BMfJWlQ3ZvEQ5MBINHhNvAYMQ=,2023-12-05,103.1
n0+RoxuwhLQ4IBpd38/ml1N+hzqs+WaRKgW5mC6Y30I=,2023-12-05,78.92
lnpd9SmK1ukV9fOK4YvFJpUqW2jHOgTHyRdVDyj4L1c=,2023-12-05,84.68
RfNKy5ZHlp9dcRClEyZmkCxElk3bU2eHOANs46V7VLY=,2023-12-05,435.86
zvEZLlpqqpjNPYD8c59YLURwVYHoLRiol1ZnQsMu7Vo=,2023-12-05,29.94
niTd7Y00CrfOR7BE0VY09jOdmB+d0oQdszMQIUqsiIY=,2023-12-05,53.9
pm5RLQ3p4Ai59QJqHOfxjg8RBBF8Bo6XicawWHtAH8s=,2023-12-05,62.34
6DcZXcHHnL1URucnvij5KXl7sebt9QIfHte7p1PoHUs=,2023-12-05,2.59
MNtqGnfQfQFEL8+L/q85qg0TFiUo4i90aFqNbcSu+NM=,2023-12-05,147.59
P28QWDiLJrndAmXLTQbuYKY+1+fRviI4yiPpnZBmsv4=,2023-12-05,45.06
8IccF+qBydGPVqXmvmPnDKVXmN46PRK5+9q7ZTB55sc=,2023-12-05,169.42
hbyG3VkL61eSYtDpTtqaQwvP5Uq0QU887zCyqqfjpx0=,2023-12-05,169.21
BfvdOYGGBuTZVpEPjCitUY4GpYfT7mkCSlQAz/nRV1I=,2023-12-05,249.89
g+BVfOnHwwb6tD5f1OV9zFoVUzn4rOXEk64ptL7fH/Q=,2023-12-05,30.59
Ls/gjS5oR8mpI56aaF8ufy9AgDIFEFuLACwSU1NboXU=,2023-12-05,66.96
M35G1F7j75CXo1PDgdOMXFbXRDvDOuYajrAckYhgqPE=,2023-12-05,116.52
BlCZo+/2aJvTLMi85axDRIa71SQufT+kodPXXlSrrRU=,2023-12-05,45.1
CS4WuGI+qKZakHfM6Vk6lvHarUViJ+FX0TLKKDAcNOI=,2023-12-05,28.81
vcYMp63aQEYYfRerJT3SAJX8i2+OdkKcpos9/ofZt1I=,2023-12-05,96.3
g58/LD++noGTD9Qr8nk2tvknrdc4tYSm/3sZtXfSuhs=,2023-12-05,140.05
hm0sBGSXHgMo++XkUCreAcFPne+r/MEIfEQZoXec+l0=,2023-12-05,194.22
P5HObIPrnJNhzIjAdUym1peumuoWOlECVpNTr9of1sg=,2023-12-05,555.11
K/Xn8YMhwxlkpGlef2dVHcfijLJ5885ou4WSmhiCrAs=,2023-12-05,18.95
LLvkIFL0scnpBktS3fMAGO1ig/9NlOP3km6iteewU+c=,2023-12-05,51.34
YAM4ITc0T5tUqDiIuJ1krFQOkj09BPkLjyk7q7jW9xs=,2023-12-05,45.96
woDwf6g7vdjqn34Egy9fCKxTtZGYMEJWePIK7kDftgE=,2023-12-05,58.85
s6TDsxfg3vkarAOahVfS3cCyg857VakH8wABsI14naI=,2023-12-05,214.45
OO/j6AwSTuPho0H+yPb+IuaeKp6Z9TstlK7CCKVtc+g=,2023-12-05,258.66
AWRvpYgm6dob2v4MbTGJc/bp0qbom15/ltTtWnR5ABg=,2023-12-05,209.18
0fmfAuyHgn57Uj6VJ3gG+MzGAWe1n3XRhr5ubumZi8s=,2023-12-05,38.44
VS5RnMkUeQ0VNY9tqFHvuhegtLGNG41VgndUXWO7kAk=,2023-12-05,41.24
bvL65EESkDl1jZ2a4OzMbsNQpVfAjkXCRKS0xW6XHpI=,2023-12-05,232.05
X1ga4t8dDFEWrM8KCHyMeHutn2s/B3f5ewGZ4tvTD34=,2023-12-05,60.22
7wx4c2SSC0HSotpXDWEH04O4pqzdpkADkDRjB8+3+ac=,2023-12-05,41.81
BUXdQLrfL8JZaNOVtfu8Ij2/2HNrUK0qssJcwCKMi6Q=,2023-12-05,34.2
8rFTNjAj/SDavEjb/ZdA5O2TXS/4mFrylGPM+BYiLR0=,2023-12-05,141.99
mctUOl4jGByfxEhjvg16uJc2mzVHgTkBNvJ6N+Z7iP4=,2023-12-05,178.33
YkJ7bEaq5BpdAKGij+9Oj7BXFkHk8oP6HR7GfIGBD7U=,2023-12-05,116.7
X7FtI6PXNHDpCN/CHIaS8JpNpXLvA9Aarct9/nmjOeA=,2023-12-05,94.63
XjKdvsEin66xvw6l5PCQiuVVZBRvyyEm8Sbk3LAO/sg=,2023-12-05,501.66
0Knc8otrD3WyCNLwt+Dmx8lEaaQBQdoyI4alEO0m/tc=,2023-12-05,158.44
+WtXykKsGkX/3HbBdBQUuz+cnIBtmjHEu78W7rhjA6Q=,2023-12-05,95.37
ySxqT0sjbRnI1zNFynclkQDhClx49v5K9xdk3GOMCU8=,2023-12-05,119.31
uwC2jPnb5NAi4+NJWlUyz8uT3L4j/VH986nR7avPUBM=,2023-12-05,94.2
nQv0hCmRqUTSiHbHgAmOgoFT0QZoiSb3VsjKp0UWu7g=,2023-12-05,177.94
L4wZjTN9vxfjBYA3H5GIZta8amvX3MnQhpZwofRHZvs=,2023-03-25,274.61
I40fcnrjneVmxuJPgBDZfg0ywREduXJ5O1FYkFQ62Qw=,2023-03-25,72.02
Ms3fCccyQ2Kss7cDYIRmM/2vsEm3sq+isLliDbNcOp0=,2023-03-25,39.7
zPWGpy5CNCgcR//94Vof7/nXODJ3mBpkcxRVBTBL6JQ=,2023-03-25,183.69
2Vx+gA7MjOY3+A61gSG2FEP2nJNM9zovEiYGsuIPKxQ=,2023-03-25,149.19
+DXo1NbvcxCvcGqpaaVE3orT4rXOdY65y1DysN2+748=,2023-03-25,56.6
fqqGmDLMzRgHUjbqODsHb0KHFYqU8okJjcwW21cSu4A=,2023-03-25,85.36
89DrP5WDAZActpiJMgnXJMf808a5i193cTUufho4Cr4=,2023-03-25,85.75
ZeZ018Yj3TyOv14p4+mWZ+bhcXdw+hgZXaf66NPePWY=,2023-03-25,152.63
t9f/v9OYA0lbotcl1xfO92cb1fybv/ej8slamxsbwiM=,2023-03-25,249.63
MBK4VKGVWP9yd663ZgbCSGkPWURD4a9jJybX6PGhyvk=,2023-03-25,132.65
S1EvrJsKLU9BPb4cmqQgCqRJQUOhbpyutwMEkYk2Jjs=,2023-03-25,54.15
1Jj3/7yf+gcnq1eX8wGrSUZLlX1ux6LBbOUZn0VFhdw=,2023-03-25,256.94
U5Rd1HV25uy11x+IceodNX+2A5tDQOnJ6xBuaKtyoqs=,2023-03-25,165.66
45f8Nh93KmOpYDvgkrp9ArXCp/7grS2e7LNfoIRe7hQ=,2023-03-25,109.81
LCofqQ0RHRT85ppX6gVgji1WdenFz5eUkPvGdMV5n6Q=,2023-03-25,32.62
YcV3lqsnLdnLbwi9rg3DGFT9OoElJ9MtXoz4RXNY5Nc=,2023-03-25,241.44
8cdU6W8aLt9SDqlsQZDWKBgRlp9Viaokwd5BHbxeJTU=,2023-03-25,37.3
AorfBu6KrSJjOcH5TC9e6wGi6xF1bu6navAmBO3oZ/g=,2023-03-25,119.07
P0zRJKbUQR5uHiC+jXEEXXRww4LdD2H+v/8gxsJY8Yc=,2023-03-25,350.88
NOYsNf4d7fXjOHr2dnzt8KM7dQ7BKLxQHFPs67H7lmw=,2023-03-25,87.48
eZ+SLVlUEd4TYz65zf6TKKJnlEX1A1dgO37HKJLeeZA=,2023-03-25,155.35
pcGZk+fFF96O77UctMGLgo+Vy6p4ylE50DIOXUV6Wl4=,2023-03-25,177.92
ifBDeNiEA5ZRyXctu7lZUcbSSBSkJqjwQXI2m4PGMe8=,2023-03-25,159.28
equ1pd/2CQHnITy5ysL8ZY6ZYkBZXu2Tt+SoPzRXOGg=,2023-03-25,82.99
R6lJHzogzzYE/yFZ2wi8sB6KIOPjhH9ATOmlU+FUiPg=,2023-03-25,25.01
RQINo38lyO2SsmLE2GLz5OiZ3JzwhgNYZCLA5XX/VZw=,2023-03-25,57.55
acar/GnTUCmyi/P+wFiO5WtT6Yxe9psKoqQWq3Psuz0=,2023-03-25,63.19
kp9bI9m9Vc+xhEs6xJY/Y/49tPUcXVB9GDL1/XySB6A=,2023-03-25,141.34
AeetgpoY+yDv8bmt8tWVIbOHMH98He/Gv4WgdF6GTIU=,2023-03-25,48.79
3zwkgq0ItGFQ9oR1wteVTC4cLefuMM/cD8mXrcpfFek=,2023-03-25,32.85
O9BqF1kexp9lt/+5M0dY9AsNhujvQxksPceiuc2COSM=,2023-03-25,98.68
jR0BYXWgth1Q2IsYtTWlnKqQwD1m4G+QlG6l58zZ+p8=,2023-03-25,40.23
pgnzyPuEdQMYY8rbFhd6Rqp55RhPgRSBJLKWeTJxdWk=,2023-03-25,53.24
rIPMbTUk4UF0rnvVu9NZMQ0Dh7N8Okp4E/nTIUcQ7Ew=,2023-03-25,14.76
RnT0PwByots7b6xTbFZP+QSLbEJHzlx1sSyBpimj2u8=,2023-03-25,93.64
5wwmcu89VkkcnxxxsYcZtYG61wsZ9gw3uP5gZgpbBXU=,2023-03-25,17.38
VPnULGIY9KU8HOSkulWBxkazzvI4vBsX16v67L/UQtc=,2023-03-25,54.0
TEl4xA3lGs2OVrvtwo1oKFctRMFnEJnW4KBoubLv7Ug=,2023-03-25,227.14
YxTMUX0v9LAbZjsEwQMdiaCuvgBeLOZy+pYDxN6q6bo=,2023-03-25,55.06
YMci36Cq943/g14biqGtFBIyOfn/adJI+bEERY4aThs=,2023-03-25,108.59
vUZMS8RTi6cc2PJvUaCOlbl22aD0nRtYwVpVYFaG9y8=,2023-03-25,43.16
0UPvrNxusNPc6JMikkdTMQMTGjZVSiUDVHjDZIQ5Ka4=,2023-03-25,63.48
ETMJRSdxNOB451gtaAfVRRBOOE7RmmzVGsZQ4LmvML4=,2023-03-25,13.94
KcEi3sLNw3fRvaWLyW5/vuFcQ/HLnLQ5Bm0RAf7rQw8=,2023-03-25,335.91
ySiuHzThAyo650250BixXZh5Ezy19AFza209VK//i6Q=,2023-03-25,215.62
bZRwpZUr2Z06CzQU/zfuoJD6gHqFNYlp7hepRy2dPkI=,2023-03-25,51.48
jI0XqspqUFse3Umon5roy/1w/CIJ8wYE6U3vErk6aww=,2023-03-25,55.39
ccePFMXXgJPYUSnVHqk6GaBRdzWObNQJKb3Ejuv3RX4=,2023-03-25,93.81
MwdqbTtUjXfT5PF8S7KIuqVhBX2V+wONRBluh3Ru+Uw=,2023-03-25,182.81
dG5dNolk6YR+rLKtR9ACvo59DGCPBlDB1kd3sTaPW2k=,2023-12-06,73.11
eA7VSMbg9deSqyCSnFlGD6964NE0FTW9xC6TkKYX+3Q=,2023-12-06,118.13
MwdqbTtUjXfT5PF8S7KIuqVhBX2V+wONRBluh3Ru+Uw=,2023-12-06,528.41
CiBZhS+dfzdlSRuC6aNXv998cfJLz0Ifr8F5I4T6sj8=,2023-12-06,70.6
oOImyYX/TfoslujZ2xxXP9no76TylUGBpBWCd0+BWVA=,2023-12-06,26.08
RU4zo6p/4EUX840OqDw4fcG1n0epc3z/uJqCQ+wEYxk=,2023-12-06,382.99
BM/9FUG8C+hGob4Wi0Zjxf02hKxfELGQ5QMMmlxpRwU=,2023-12-06,78.0
MQL54rYZKKqZkIsi60FZPjI7sW/8yiTZhN2HDGrkma0=,2023-12-06,52.9
pI1qZA1LwoB0zM50n5MYv54N+yi0Jjbn+NF4u/71M+U=,2023-12-06,371.16
cKCNx5XyGUxIe7YfYB3/4Uq0sz1OyzYvHVqATjonbxk=,2023-12-06,248.07
BQaJap8f7dMmDmPvBv4h9NVnfYcs9LdTI5sckKeiv3Y=,2023-12-06,90.69
MHCTDVnscI4SFaXvQIAI/hy8rS5hqIVRck8jc0hkF1A=,2023-12-06,94.93
4P6eECO/Uq8MRru2bkJVYx9Ui0RnYqnmcG6IDZXPKF0=,2023-12-06,256.28
8SwReT3gohAVKIYBQ4GgBc+rKj0txbRX0ZNW/XAPMWM=,2023-12-06,37.48
kceLF2zJrglnJSVGBa/ynx4rZey+6bt18LYZYxfcU0I=,2023-12-06,587.46
w9HZmRbxcPEfFrSJD+UABZ+bYuVp08j9/G67DZqgHXk=,2023-12-06,181.45
BEuJVooWy+hEo6LGIKC1Atjvu6rFgviZcMX73LYs1Wo=,2023-12-06,176.76
MvZ2lDqAaugL2WaYz0GyH7gM+KEVlHMb6PzWcVfM4p0=,2023-12-06,40.55
mctUOl4jGByfxEhjvg16uJc2mzVHgTkBNvJ6N+Z7iP4=,2023-12-06,105.33
gLRYbgo0s6NWQf036oELVzQUuKNrZvfYG4b3ga+Ghb8=,2023-12-06,45.96
uzVGysCv7RPHXOW0R6qsdPmov0yK8QB3ng6ivwYmhsE=,2023-12-06,127.48
LCeGznZsftZn9kLuR6tjqq7psgj9GKFefB5LGfPZkfQ=,2023-12-06,108.2
KAr5RtSDz4v4IfAu03/2ZIVqBlw4xqb/m+5NNHLU/ak=,2023-12-06,268.23
Av/CsGW9CymzP0RR7f5T2k70mMF9cHM81qOV4zTSRX8=,2023-12-06,216.14
M3tHqPJJvG1+dZkVvzJl16kgDwtGS4XPUUvhalTs2zs=,2023-12-06,480.57
z7WzgGHRt+l2uz6Or3Fq8DKrsKE8UrPfMhcBNGK1kSo=,2023-12-06,26.68
KJILEfRfrVaboNJRjHPkhij+2Arihl2hR6ll2GA2Z20=,2023-12-06,156.12
RfaceVK8F2EnrCesDFG3iPcg+LCBCLjXv2JYo717dnw=,2023-12-06,226.73
zisx/A16+rhdUKyNWnttkHOGSoLEPihphcr8pPAMzt0=,2023-12-06,262.07
3uPnqLizLZjCREIdGw/fC4UdsP8zECLhjFjKZRo1ZCc=,2023-12-06,58.06
cuWng7s6/RQxUeGfUiDCKZ2WSEZblYRvbJF1JHFAK+k=,2023-12-06,100.31
dQh56ssJ+cPR4wlW8zBoj3JkYXZWuk91oNV+ZMdaZG8=,2023-12-06,99.87
HHAZNZGusmcwKZYM2CBln8YzAyRktDDT4BtLD5BI+CI=,2023-12-06,161.8
9l8wPaLuYwpEJRNtqayjsgXkWzOCfTcOzzhv1WH0Ohg=,2023-12-06,38.91
Ale/xzCAzzOCen3w65PR3zCcO72g58h1WAh/R6MzltA=,2023-12-06,73.96
6dhR/A0sKNjPNlbCoOBfIr69EIpc+OM0QSAsuXt5Kdk=,2023-12-06,202.92
ivl6yKO2ctVX6qNuRbu0cE/iz3D8wl1NbMGciW4rkxA=,2023-12-06,29.04
dQ/9bhl/clP/kdFreZK0Naf/qod2AiuKRHt49lW8L1Y=,2023-12-06,31.33
P029aoeGZ2e0IcG7MzIdo6bKDVtI+8y0BYh4B04FLkE=,2023-12-06,11.25
TN5wikXz/GrcC056Z4bOyLw/EHsIny0BcpGy5k2XrGg=,2023-12-06,44.46
xgGRTjyB/0h833BUhPvUMj4dm/5IFstvSF6ZmYzE3e0=,2023-12-06,102.22
HppwjB11bNq7vehYlkCEfNUNhZThOGuTe/La9AMrSmY=,2023-12-06,129.34
DXYTRz/arbVhXswvs3T9QC4zpHa0DEmswwHairm8t9w=,2023-12-06,30.59
Hu8klLTy1rXTn4tAVLP2WLRvm+Uf7/ca4jLIIpksQDI=,2023-12-06,198.77
Qri7xNVmOgmHu+l3K3mu8PgP7jbYXCESz3vMfcM0MIo=,2023-12-06,39.48
R1NUzrcY60QE+9q/WPwlnmZGpDwOGAqHB9lmgYgpyiU=,2023-12-06,163.42
UM62IorypTuYmzFrJaQF/QAOtVgcApedlTqV0uA3WoY=,2023-12-06,63.65
QlKEiui5/O99Ver+3ckve3Fb/m527V3j2IN9eOB5qGg=,2023-12-06,59.97
gGOxAP3mXpcmylcpr0rnR957NmsyGYI1SMFLGh1iquU=,2023-12-06,269.19
WPKdINAkSV2TF2LoGaJpg8lXoY0CnE45LF3nGJRSx48=,2023-12-06,174.9
eDEfUG8HxY+qcfsE3Ss7X/qKH4c6OmTWopHNh6stoq8=,2023-12-06,326.18
RfNKy5ZHlp9dcRClEyZmkCxElk3bU2eHOANs46V7VLY=,2023-12-06,308.28
5h1Q+u/qpVxkhff10klydWyDoaLl7ocDxCLQKo4zaJY=,2023-12-06,353.61
tiNaxaU1obIKmjcambI1P07EZZ9BbhwfATGPXZoD3LY=,2023-12-06,325.34
s5fzilPDCHB5SAGNM9fkSDzVn8LLsDoRJzM3s/SCCrg=,2023-12-06,250.35
JOb6UZ/T5VQBz0iqLgT7tJE/1x6sHrwK3ZpPg0yy2LE=,2023-12-06,80.99
alkd4b5wLji4hXpgqN6duXt8zeHSLjgm63OfoMPNh0g=,2023-12-06,194.1
dO3V/zDtDP5E/pk0o+v2vdQB5zQ5FUwmH7Ix/V2gN24=,2023-12-06,126.13
AWUwB0oOJuqijkz+sNLWp/ihHuIZPUyo+qslHYO6elE=,2023-12-06,135.88
P0zRJKbUQR5uHiC+jXEEXXRww4LdD2H+v/8gxsJY8Yc=,2023-12-06,76.99
UTeovQRScEeQ6suCWmj0zNdfGNyKtquLZMG4OleoUdE=,2023-12-06,172.12
dgaoyEJ1mk7nXthwEKUcJ7hbviZkJ21y3m/m+nFk4u0=,2023-12-06,208.23
nAss9ZUxZIXn5goya+mGW/WnjPd2wXRom4yWh3aOHk8=,2023-12-06,287.46
j5g9z8ODwvd9AMq0F1SIJudySxmWS4KgzvbF2rQf6dw=,2023-12-06,4.68
XQuf+z3lRL+SWe+vKEvaY+Wb6SL9cjm0isWmTNIcx8s=,2023-12-06,84.83
43JW+MSF/Tqak2x5K5GhM08JeYgpW6Dr0jeDu24Qmac=,2023-12-06,65.9
VsS99/PiGGePqoAji3s1eys7p/Q88zuRRyOj9QqHGEo=,2023-12-06,122.95
BUXdQLrfL8JZaNOVtfu8Ij2/2HNrUK0qssJcwCKMi6Q=,2023-12-06,84.64
FUdCVz73f4sxa9SXKXe+0QnaPgxBKaO42l0YTb2ZRwI=,2023-12-06,92.89
hyg6CwgjkN5XZ5oITeimqw9nhGjzPmTR+55e8Y4TmMo=,2023-12-06,139.18
X1ga4t8dDFEWrM8KCHyMeHutn2s/B3f5ewGZ4tvTD34=,2023-12-06,153.92
A7dP6Nr1GKqrHl28WEALYs3qAV/j2GxDAQHlnn33g1I=,2023-12-06,34.41
xZF7tCCkNLek+nMy1fkSx3jETMTVO5MppQV7h246eek=,2023-12-06,49.46
4nuZZ84WjYtJcT69KvsLD5VVXnetj7wnb75Cuh79Cn4=,2023-12-06,71.01
+Rbh+JRG7Br3Fdcf7IuAysxTv0hxuOVHSXrhJzDKAtU=,2023-12-06,92.16
B6WxEhmdwqFYBUcYHgm4/iu0Wf/CXeDOtRQ07iGNhkk=,2023-12-06,70.12
FLjn7x+biCHpLNXET5qZaVcn2sOLC619G6n+DhVdwmE=,2023-12-06,96.12
QAm6BvnbtKfSfqEqldjXDtPDoO3RyxRItOnYNJRxqfc=,2023-12-06,91.22
wNRZCFWJcxpajFqKL9rfr6o2iY7r4fVx1A0H2IPgIYY=,2023-12-06,65.74
xbeImnWrtkIfY+FeMiQM7kVzVkELIHZCn0odVPl1RIc=,2023-12-06,49.37
T/Iyuv3Ue9DHV7O9YWPEKah5n4ywr4m+jAsBNMGRDX0=,2023-12-06,38.36
yilaeGOMF4K4jhtniopvkSHub0DWggptQ758d7O+fYc=,2023-12-06,10.96
k1oDr1WSJmDDOLLVE3T15wj/rFyHLQg6b6jwA1l+BT4=,2023-12-06,313.56
Ew5BjPGIBv7W0DUlxydtnpfh8z2u3hWGvnuuVN/KTXI=,2023-12-06,169.51
LGDde4JbjLywbVs8zH9tq2uRFAUXBZIDO33sn3G3Ebk=,2023-12-06,159.77
cA6ouDBlsgWxrVrPRZkSetFuaIbBhQcNuLnNUgLqKpg=,2023-12-06,41.81
dbGpAQlogcCGrfHD1hlmhz1cnzL4UbqASgYdJgFup20=,2023-12-06,69.54
7SThxt4jTA4lIIw7L7xGh7hiYJpkOlscDH6xVsDYZiw=,2023-12-06,40.14
WRDbV0D3kJKOOcM8QUdK/qVRx6cofi4xjkFhcKq0CuM=,2023-12-06,51.47
Z+wvxEwJ31W9fXJ6fZ+5IahRmw9qePanFItfz2ATh1U=,2023-12-06,124.97
srIgAAhGKoWEdW14BQusnszG1m1UvVAyLnVRzzxyGco=,2023-12-06,93.5
H8c8ru5ye48bwZHN0KDrw40S2QUB5lAEXtnDDNUJtmQ=,2023-12-06,105.43
ULsijNtWafXvqTCjB5bCvM7ifzybDFUo5/wfFGw/NLI=,2023-12-06,18.0
CTHrGyTGzvoePpcDXrgJze3ksXYmwu8935HDKwRN84w=,2023-12-06,91.18
2NPOw9H1TggyvFAD8LfP5oYBTtCFuGjoIEVpPiRTuJs=,2023-12-06,266.27
rK3+KJ9kGOdxroj6o2OszsZuuOEckL1QRElmf0gHFI8=,2023-12-06,91.6
EMRa97PaqTrCe0Ut5Pe6WEABNaDmoQZMMLvsRKj4y68=,2023-12-06,204.71
dYpxXS136ky8kxdTwsr8fR8HgXXPS/YaRpk2zIGVOCM=,2023-12-06,108.82
qKTWkeeODHHwcsX3McvlkrtYR/iXDCxSiuqcEgn10Pg=,2023-12-06,43.99
uMMxm6bPZyMCSzEt01fF0vqOPEZjNzsWpR2HvM+gONU=,2023-12-06,180.87
1dgFqyNjFH5N0a2rmcSUN4m4KXWqiwtW3gKad2kUm8w=,2023-12-06,134.8
9cZOLZcwopQmhNvIu6/7WLYExSmLffEzGmMVt06QJys=,2023-12-06,178.27
xizptPkqX/NDnqh3ZDp+vMKyV6H0MvxBlUt/ni8wtOc=,2023-12-06,40.37
vcYMp63aQEYYfRerJT3SAJX8i2+OdkKcpos9/ofZt1I=,2023-12-06,110.01
A/wFPnYHQCkJiQsP8JZY3mNRDpsqgYHpfd8uRHN/vX4=,2023-12-06,79.44
hm0sBGSXHgMo++XkUCreAcFPne+r/MEIfEQZoXec+l0=,2023-12-06,93.5
KHmSE2i9D3Dn4EBcy5tHFq0XlI9kpmRG/LMr/wMfY84=,2023-12-06,99.84
waeb2bSbyhLqqeYJeBMmVfV/4RxOzqpSHYAthAT8csM=,2023-12-06,108.51
Y95FE9+OtB+S3KWSxUjixftLT+wIj+Ybu96jLLJClBA=,2023-12-06,146.63
TM0gnt2R+DZDaq17NULDj6SLTBLfJxubIJjcJ2DazDA=,2023-12-06,28.87
4yDqwgQ1IkkmwuvfCpgEZl1v+dec6DcL5xyLq/heKKc=,2023-12-06,204.74
D/cdqABQiFEp10zggBKG84Xmu8jxNC6T1ytY8eTnD/E=,2023-12-06,237.51
kOvZsx4CNFYDvVKZlbTWaX/rQlxq/3BTiUY3nP1AMAE=,2023-12-06,35.95
6EcO48MVt4jWZADfuHXj8uro7+eczLbge3y1pNY1dVM=,2023-12-06,171.28
ES5ZYGAve9FvYeswNJVMrH6GpvfLfmCEJkgumV3WJcA=,2023-12-06,1032.89
daAQeooFMh84WFqvEyZpphw3m+zYUJIKCS3t4IiDGLM=,2023-12-06,47.55
QHJPpdsWyEXNmzykfxrpVZ05DlukBw0hQC1LywWQLfg=,2023-12-06,45.11
JN1XP/78Oq+aEBp9/KJDbW/LqlT8/FJyIbXPh3o94FM=,2023-12-06,67.98
1Jj3/7yf+gcnq1eX8wGrSUZLlX1ux6LBbOUZn0VFhdw=,2023-12-06,206.49
QV6ltKPcTKAH1QYEX+KuYadlBQ9TgCco9Kg+gFB2GdY=,2023-12-06,33.07
7Ek/wcchNwaar41H0qRbpe39HYUw38M+doNCdrAVt34=,2023-12-06,35.57
j9XKmmczkKcvKp/7HMlFDrPQ4UGep95v048EN+tQbn4=,2023-12-06,77.58
VHHqJItcjnxh1AH35vkazpPZwHq+BAO8fY7ZkFBK0TU=,2023-12-06,263.7
fjtpcxKJ32eiwIY8a4+j+2SPkKJUExo7EK2wvn+GJIo=,2023-12-06,216.76
OmZsbXzpLYtoMuNC79cXMZAnx0aKhim3coYrGvA3Hrs=,2023-12-06,115.36
AeetgpoY+yDv8bmt8tWVIbOHMH98He/Gv4WgdF6GTIU=,2023-12-06,151.91
L8tbxIUDTUrtyz1yhdllA3iJSbydH4AIdl9G+rCd/hE=,2023-12-06,23.83
ap/Yp5imh7CSdOWckLEe4+zbismIsqJ1p4yPoyrn4L0=,2023-12-06,389.54
Y1fyj/tiwWIfixmxey24AGpEyY6Jy9VFFQc20m/sQJk=,2023-12-06,20.96
