date,client_id,value_usd,client_type
2023-09-09 12:50:00.000000 UTC,IYNbGynca0JB5nUVSRbTwmdkpaWD9wBw20yJNCZwv1I=,307.99,Enterprise
2023-09-09 12:42:00.000000 UTC,dKoS5CS1WW4uqS4FSBpRYrU55nvn/Xvlchpc+CRbwC8=,307.99,Enterprise
2023-09-09 12:13:00.000000 UTC,4Px+2moF6KYUq8mVhHIW7SIPq2pP/u1/x79uQUd9iK0=,307.99,Enterprise
2023-09-09 11:47:00.000000 UTC,kpj1VEgWHGGnouCJYGIVyWDmBDZEf8uLdvrZBQw6z4c=,307.99,Enterprise
2023-09-09 09:19:00.000000 UTC,e0WgsUcQRejYP9sM9o5Ng5TcC1SFIGMDlqW8kh4LDoE=,307.99,Enterprise
2023-09-09 01:56:00.000000 UTC,KguQbpw4tIDWhgFs4shztsmJOai9cQvi4C6tu9VfTeA=,307.99,Enterprise
2023-09-08 23:13:00.000000 UTC,cCxkHUysL0vCWXDUxFgm1i5awzSsH8II2jM1ziZAlsE=,307.99,Enterprise
2023-09-08 14:28:00.000000 UTC,THRHGZdCtZSlZ2dUFrx4cej1qzYLqsYLfuzxBQ9Bw4o=,307.99,Enterprise
2023-09-06 23:56:00.000000 UTC,24MqCIeQgJzQl39t3ot2ceP0J+8HqzsubgI89TuwOno=,307.99,Enterprise
2023-09-06 22:11:00.000000 UTC,W494lqnVEB7Yf7H1yKOExzZ5WI5aLeZjDAgbELM2vv0=,307.99,Enterprise
2023-09-06 05:24:00.000000 UTC,3q/XuM5aHNPeS2EUwjtLFyR3lmWmIzUV24NPYwaHtTs=,307.99,Enterprise
2023-09-06 05:15:00.000000 UTC,z7uZ9ZUApk9KxuPrbsADk5v1JRaAMVwyoU3PQ2X6OkQ=,307.99,Enterprise
2023-09-05 15:20:00.000000 UTC,/Ss0s4abANg3BLAJRNfcIfL97tDR/8tWF6yf6C99R74=,307.99,Enterprise
2023-09-05 14:55:00.000000 UTC,nziFjnqkYeq6tmWKokDClksH1cOk4JUJ424dIAg5GL8=,307.99,Enterprise
2023-09-05 07:31:00.000000 UTC,5zNoFMXcGGC3nbeGk23cRkL99ZQuKJU9KooOlIuqNyU=,307.99,Enterprise
2023-09-04 15:51:00.000000 UTC,BFi1fHlsdN1C79ludk5vezXSV6Mo6CcRreB0Z3tlL2M=,307.99,Enterprise
2023-09-04 05:12:00.000000 UTC,KlAyxvzjpiQol3eT5iXq0OskfwiEGaovGan6C8xsenM=,307.99,Enterprise
2023-09-04 00:01:00.000000 UTC,0rhmrP4FNgvnn2RWaSig9eHxiOWFh0WVHir47eOCJhI=,307.99,Enterprise
2023-09-03 17:58:00.000000 UTC,ny/WUSYgvRK+2DX//1tvfNMJQqXLH4ZEN8SBeDKu9DQ=,307.99,Enterprise
2023-09-03 18:15:00.000000 UTC,Ewf/BvuVeJ6Iv5hAqfOrBndz3iVN55JliVM6lTo7aO0=,307.99,Enterprise
2023-09-03 13:34:00.000000 UTC,Xb7iV4AYg90yW7NFQDl2pIMwBh//wty2SxPqi0k2uV4=,307.99,Enterprise
2023-09-03 11:57:00.000000 UTC,o+ftM2PJ4We5jRKtfmxeEs2UPCkFSIGecJH35g6xo1s=,307.99,Enterprise
2023-09-03 03:55:00.000000 UTC,Ad1ILEkraiScgsG59YTDwiboFarbF579GWcbAw0CKnM=,307.99,Enterprise
2023-09-02 19:20:00.000000 UTC,ugWhdxbgOP9+cxy7MrF5iaJNH/RQfutJdg46+5uMZts=,307.99,Enterprise
2023-09-01 22:50:00.000000 UTC,MX6MNWSvVoY2GVQG+a4CBAXzvmp44pD1rllw0rOY+1g=,307.99,Enterprise
2023-09-01 17:32:00.000000 UTC,oO4R54aXUBeDI6pHvxHfvQIUEan6o0xGA8siN14kWkQ=,307.99,Enterprise
2023-09-01 14:58:00.000000 UTC,k/mZC139Sm0I1GehyblfwaPGNxgzojHSkrmi15OkFe0=,307.99,Enterprise
2023-09-01 07:43:00.000000 UTC,9vEvc0zdWDcvUz/MdjOdMEzueHGy3wqB+2GEPQ12u1A=,307.99,Enterprise
2023-08-31 09:03:00.000000 UTC,n305CEOxfeFR7rXWqdjmD2n4mWi2Jx9sBKJT5jI9ZYk=,307.99,Enterprise
2023-08-30 18:44:00.000000 UTC,5Hb06NNwZZL16LP9jzt6EcK8r3spxJVKqQGShlifOrw=,307.99,Enterprise
2023-08-30 18:14:00.000000 UTC,5AhpvVo4LH5SzBKU6gBPN4EyHHNvrtW8hhxffE6zKQo=,307.99,Enterprise
2023-08-30 10:46:00.000000 UTC,z3yOUoqRlwnLxdXw/ux3jeIyWlE/3et8ykajTaVS0bI=,307.99,Enterprise
2023-08-29 19:03:00.000000 UTC,ZkYlhMnCLkd866a3Tpekd4zTjvMsct+c3cJWfgvSQsI=,307.99,Enterprise
2023-08-29 13:28:00.000000 UTC,EREmgDvjMYG3+uDslUdxCvZWF7BwbQY47/2pff5BCFw=,307.99,Enterprise
2023-08-29 11:08:00.000000 UTC,vdCB50n5dr5+td3vN8b+x6iafzGEg3wUfnvoPp02Ut8=,307.99,Enterprise
2023-08-28 18:26:00.000000 UTC,yn8gNUyDIo8MC0lIYw8qzWijQBve1v6wZ3zf+kiRMBs=,307.99,Enterprise
2023-08-26 19:49:00.000000 UTC,DkywR0xlCici4XqYKiUSfnGfLznxAkYG6y+bowHe3nY=,307.99,Enterprise
2023-08-26 19:06:00.000000 UTC,fMnWPhcrXHpCPS51+yoiurWmSSiO2n3RQ5iK1FseYX8=,307.99,Enterprise
2023-08-26 15:19:00.000000 UTC,95A3AnNBwb6/v1mqfhntbKGu2SHNwh2G9Uz0rgq8m4A=,307.99,Enterprise
2023-08-26 11:06:00.000000 UTC,ca88kPlkRbV7NnMavXI6HYI6dq8GFI9v7xhBxc6ASAs=,307.99,Enterprise
2023-08-25 21:09:00.000000 UTC,x/aB0gMVAFmWF3itvf7PuY/uG2jCnoFhteCZu4ex+s0=,307.99,Enterprise
2023-08-25 19:50:00.000000 UTC,N0gP4DG6On+hpG7m5Z0wSP1Bdx44Fk8MNsK7QBenNo8=,307.99,Enterprise
2023-08-25 16:50:00.000000 UTC,zGvsiy88MnmtO3XV6/BLaLOkP8YnxMuSXaPX74TFQpw=,307.99,Enterprise
2023-08-25 16:09:00.000000 UTC,g7IOMcSF+5LLrq8AxIkS2v5woTPEjihZ4c7WsQDWhpw=,307.99,Enterprise
2023-08-25 12:47:00.000000 UTC,w0nclJdCVI5oJLfoAI9S8KJgID+zLLtLkLNsDrnrcRw=,307.99,Enterprise
2023-08-27 03:17:00.000000 UTC,ty3sc9HlkNN7HGMOrHMZwEZHK0A2EBmpD1F/9BQ48UY=,307.99,Enterprise
2023-08-25 11:51:00.000000 UTC,5uE2C3GJ9s330sHl6v7EbnpEV0VMi6bLlZcCXm56rp8=,307.99,Enterprise
2023-08-24 04:49:00.000000 UTC,tGkZlfkgVqgohVttG3sNiaAsXpW2Z/rzJb59VEHSnps=,307.99,Enterprise
2023-08-23 02:35:00.000000 UTC,5xIvH9NOUBV4INYaQpG/CmRm6/sH6eLwBeQ0xbqe+Rk=,307.99,Enterprise
2023-08-23 00:58:00.000000 UTC,rlqRwcR6Gi2mBrRmdBTy+eYPTVqhr+gErmwBD/4OHf4=,307.99,Enterprise
2023-08-22 10:41:00.000000 UTC,4qNY3oh3AYt2vWEoN4x/mV0YW12qBtOcoLqwrdzRF6c=,307.99,Enterprise
2023-08-22 07:34:00.000000 UTC,A0oLALcX2ebQ/E8XOmaKjn1CTfc2hx2/B76wBPh6kfQ=,307.99,Enterprise
2023-08-21 18:23:00.000000 UTC,I3dU7jV0MsfDup+sfeYORSyPWLiHvFycv4jxykaP2w4=,307.99,Enterprise
2023-08-21 17:21:00.000000 UTC,9ICQSiBIu/hsfG7ERBNjQ3fndZ8f270b5aMiOrXuDJo=,307.99,Enterprise
2023-08-21 04:36:00.000000 UTC,sD2q5hDy9nTbK5Sxed4I7QKV7hwGBAI4Pv4/heswXG0=,307.99,Enterprise
2023-08-19 19:31:00.000000 UTC,T8+eRYwVPDaadOCMa8TgOY7vv76lsbmoWTiq76TTBus=,307.99,Enterprise
2023-08-19 18:42:00.000000 UTC,5X97ef3fUKfYbk8nLJ0asYfbsBKRjdcO5xCrGwAoV14=,307.99,Enterprise
2023-08-19 14:55:00.000000 UTC,0oeoBMAG1Yz6wCDwR7eOPxlVh1NPH2gpRcMuXJDUryc=,307.99,Enterprise
2023-08-19 12:58:00.000000 UTC,7V24jkvlhXUcSYW0ct05gysMOYN/ou+9hG2mNFwM1pE=,307.99,Enterprise
2023-08-18 21:49:00.000000 UTC,sm5sBr9NOrMtGqM75r+mKBY/dApWON05UWVPplfpy6E=,307.99,Enterprise
2023-08-22 13:33:00.000000 UTC,b4WUxFRKUKSCl2Ka+TF+FSyBJ8QkpxTPgJP/inarOD8=,307.99,Enterprise
2023-08-18 15:22:00.000000 UTC,4c6d9y86qb69UgRqGycyHORht3+vhH4VKVxj4YtHjgM=,307.99,Enterprise
2023-08-18 10:29:00.000000 UTC,bbLhMLUoKAnfs2lJDyw5qPYbkwyUHimGbZZ7LcndelI=,307.99,Enterprise
2023-08-19 12:39:00.000000 UTC,jwicLZdh2Axxkc/NLDlgkm6Y6hvhM0d58WC2Zj5dkRA=,307.99,Enterprise
2023-08-17 02:09:00.000000 UTC,VbAiesLh/2Ppbe8ch/GB2uR5JGAlkffgLVwxRRwIRE8=,307.99,Enterprise
2023-08-16 21:01:00.000000 UTC,h9Qg4/ntkOOH97Sof+GWabNMpzDpDO52ZKHvUxkyajw=,307.99,Enterprise
2023-08-16 05:37:00.000000 UTC,FL+Q5NugBhZVbaoBQSKURfXnY24ELuvIxaXIWaa+/g0=,307.99,Enterprise
2023-08-15 18:10:00.000000 UTC,pvVhS0wQBcbhGVi6epzxBO9323FgLBuxyqtK/t4fOxc=,307.99,Enterprise
2023-08-15 17:28:00.000000 UTC,2In1GGZxAgk1su2JTHcYWTBNwfv7mjhP6s+RC4juERI=,307.99,Enterprise
2023-08-15 14:26:00.000000 UTC,TnLAg6rpPMiPPJptQhzlFjX2t5U2wgKWvgfNTyq2Fmg=,307.99,Enterprise
2023-08-15 13:08:00.000000 UTC,t30lxc9gFElTARxjJh76l5rzjCxoy64+/PJlEeB7RwU=,307.99,Enterprise
2023-08-15 10:49:00.000000 UTC,EvSnzpLKpooLk3Nqy/MDDYVNRK0wAmalzX37UT0BN0g=,307.99,Enterprise
2023-08-15 06:23:00.000000 UTC,MK4pEV4/Rm/i55tGjLO2yPxilBRH4d6cucTpCjOSmes=,307.99,Enterprise
2023-08-14 22:32:00.000000 UTC,ON6XqoBB53j0MLkFnGB3/83APgYniMiLepDEddP6d74=,307.99,Enterprise
2023-08-13 03:14:00.000000 UTC,3S9M5g2cDrRo9wmUBY9l7tK/xX2uwg5nBItI5/7Y380=,307.99,Enterprise
2023-08-13 01:50:00.000000 UTC,bBcvENO2WuKRixNDS7dy/BDpAvXYSa8U0nARrK/g+UA=,307.99,Enterprise
2023-08-13 01:20:00.000000 UTC,LOfPUEp5iujeRZXQJqR8GDRKY19VwNKRWoKLo7CqD24=,307.99,Enterprise
2023-08-12 19:51:00.000000 UTC,2AtVChBbxR/HmH/WjmDwShJPVTlhkbWeEDSEIGBmPoU=,307.99,Enterprise
2023-08-12 17:09:00.000000 UTC,6CkwkyRxdsD02S8+ogPT7q9RBUhkvEeH+F6sM9Qj/S8=,307.99,Enterprise
2023-08-12 10:42:00.000000 UTC,4jtEhmff4Uty+J0p7Z+gvpYnNcpRCmaTQG2T997hpIk=,307.99,Enterprise
2023-08-11 22:38:00.000000 UTC,9jGJqnwAcc26LRLFWe45pm4SmoPri9yktVLLNRV6Uho=,307.99,Enterprise
2023-08-11 20:07:00.000000 UTC,pv4/IzbObjXEhSgyfiEubjt1JmohC8psYuFUEqGuE/k=,307.99,Enterprise
2023-08-11 14:48:00.000000 UTC,eqYEe1ys9+R+UC5L2rCQef9+VWH5VqzVqR0wP3NcBSA=,307.99,Enterprise
2023-08-11 12:39:00.000000 UTC,63uy+3ny9kR+d0CuWNkO4G2bCduhIOARuzFHaEkD55o=,307.99,Enterprise
2023-08-11 08:45:00.000000 UTC,BQHcy6kjSotXdMg9uYbe4LCJns2zb2vevgWOAFmhCbc=,307.99,Enterprise
2023-08-11 04:04:00.000000 UTC,qqOgWZdpuBOdG1K8Qj3t1fEoUDkb1WWQCUfMoGVKuy4=,307.99,Enterprise
2023-08-10 20:22:00.000000 UTC,7SaAS+jzQr1wo8ygxcNWKqthImbTBXFSV4/bST05kZE=,307.99,Enterprise
2023-08-10 18:44:00.000000 UTC,09cGeCLvpqSCpIERwo44JnZozAz5kL5MLpT05dnoewE=,307.99,Enterprise
2023-08-10 10:10:00.000000 UTC,ffVerkFBS93VMSjSC8uq+k6e+phNkqf2+LG8QA/3RoU=,307.99,Enterprise
2023-08-09 12:42:00.000000 UTC,dKoS5CS1WW4uqS4FSBpRYrU55nvn/Xvlchpc+CRbwC8=,307.99,Enterprise
2023-08-09 12:13:00.000000 UTC,4Px+2moF6KYUq8mVhHIW7SIPq2pP/u1/x79uQUd9iK0=,307.99,Enterprise
2023-08-09 09:19:00.000000 UTC,e0WgsUcQRejYP9sM9o5Ng5TcC1SFIGMDlqW8kh4LDoE=,307.99,Enterprise
2023-08-09 01:56:00.000000 UTC,KguQbpw4tIDWhgFs4shztsmJOai9cQvi4C6tu9VfTeA=,307.99,Enterprise
2023-08-08 16:36:00.000000 UTC,+nqBwIAvFAi7rXoj1lN5pd+tqM/yGmYtxExvZCTYa6c=,307.99,Enterprise
2023-08-08 14:42:00.000000 UTC,+PyGNoY7m6c7N9m+MxfWH05/XxrtsqPN6oqodPY6ifQ=,307.99,Enterprise
2023-08-08 14:27:00.000000 UTC,THRHGZdCtZSlZ2dUFrx4cej1qzYLqsYLfuzxBQ9Bw4o=,307.99,Enterprise
2023-08-08 02:03:00.000000 UTC,Gglj5ed0dja+O71CHDLBfTeoZVA+eyDN4Ey7fa4VOXE=,307.99,Enterprise
2023-08-06 23:56:00.000000 UTC,24MqCIeQgJzQl39t3ot2ceP0J+8HqzsubgI89TuwOno=,307.99,Enterprise
2023-08-06 22:12:00.000000 UTC,W494lqnVEB7Yf7H1yKOExzZ5WI5aLeZjDAgbELM2vv0=,307.99,Enterprise
2023-08-06 12:43:00.000000 UTC,lfB5/M2g1QaNiXX8/aQnWsD6pQe6nuI3RS6Tz/IiFyY=,307.99,Enterprise
2023-08-06 05:15:00.000000 UTC,z7uZ9ZUApk9KxuPrbsADk5v1JRaAMVwyoU3PQ2X6OkQ=,307.99,Enterprise
2023-08-05 15:38:00.000000 UTC,O4TNx1syCkEEx6i2e4uQORIQG5cDfK3E0Es/UU8AoxM=,307.99,Enterprise
2023-08-05 00:46:00.000000 UTC,nLNi99xA6KkkwlSr1nBOSXE36IDHZGIpAWTqahZwsus=,307.99,Enterprise
2023-08-04 20:07:00.000000 UTC,XXEb/TguNQlfOqNJkuPkxYiSsLUAAAuCRiEx0tUwfjE=,307.99,Enterprise
2023-08-04 15:51:00.000000 UTC,BFi1fHlsdN1C79ludk5vezXSV6Mo6CcRreB0Z3tlL2M=,307.99,Enterprise
2023-08-04 14:00:00.000000 UTC,1BLL7ATB3olEI7LaMtWl411aIS6docBIIvcHi0pKB4k=,307.99,Enterprise
2023-08-04 05:12:00.000000 UTC,KlAyxvzjpiQol3eT5iXq0OskfwiEGaovGan6C8xsenM=,307.99,Enterprise
2023-08-04 00:04:00.000000 UTC,0rhmrP4FNgvnn2RWaSig9eHxiOWFh0WVHir47eOCJhI=,307.99,Enterprise
2023-08-01 17:31:00.000000 UTC,oO4R54aXUBeDI6pHvxHfvQIUEan6o0xGA8siN14kWkQ=,307.99,Enterprise
2023-08-01 14:57:00.000000 UTC,k/mZC139Sm0I1GehyblfwaPGNxgzojHSkrmi15OkFe0=,307.99,Enterprise
2023-08-01 07:43:00.000000 UTC,9vEvc0zdWDcvUz/MdjOdMEzueHGy3wqB+2GEPQ12u1A=,307.99,Enterprise
2023-07-31 09:04:00.000000 UTC,n305CEOxfeFR7rXWqdjmD2n4mWi2Jx9sBKJT5jI9ZYk=,307.99,Enterprise
2023-07-30 18:43:00.000000 UTC,5Hb06NNwZZL16LP9jzt6EcK8r3spxJVKqQGShlifOrw=,307.99,Enterprise
2023-07-29 19:03:00.000000 UTC,ZkYlhMnCLkd866a3Tpekd4zTjvMsct+c3cJWfgvSQsI=,307.99,Enterprise
2023-07-29 04:41:00.000000 UTC,OR1TfCpxhIWn1me2MIrKMMkvRPeYLoIzRqC3S2K12aw=,307.99,Enterprise
2023-07-28 18:26:00.000000 UTC,yn8gNUyDIo8MC0lIYw8qzWijQBve1v6wZ3zf+kiRMBs=,307.99,Enterprise
2023-07-26 19:49:00.000000 UTC,DkywR0xlCici4XqYKiUSfnGfLznxAkYG6y+bowHe3nY=,307.99,Enterprise
2023-07-25 19:48:00.000000 UTC,N0gP4DG6On+hpG7m5Z0wSP1Bdx44Fk8MNsK7QBenNo8=,307.99,Enterprise
2023-07-25 16:08:00.000000 UTC,g7IOMcSF+5LLrq8AxIkS2v5woTPEjihZ4c7WsQDWhpw=,307.99,Enterprise
2023-07-28 23:54:00.000000 UTC,ty3sc9HlkNN7HGMOrHMZwEZHK0A2EBmpD1F/9BQ48UY=,307.99,Enterprise
2023-07-24 11:54:00.000000 UTC,YhgYB2Gh9JJNbBI5EfJQ4/5mJQ/wVzakKOJskin+woc=,307.99,Enterprise
2023-07-24 04:49:00.000000 UTC,tGkZlfkgVqgohVttG3sNiaAsXpW2Z/rzJb59VEHSnps=,307.99,Enterprise
2023-07-23 19:17:00.000000 UTC,y7JEsxid7X70TeZOvgNYVnV9JYsUWbmxSrHmEvVBMTg=,307.99,Enterprise
2023-07-23 02:35:00.000000 UTC,5xIvH9NOUBV4INYaQpG/CmRm6/sH6eLwBeQ0xbqe+Rk=,307.99,Enterprise
2023-07-21 18:23:00.000000 UTC,I3dU7jV0MsfDup+sfeYORSyPWLiHvFycv4jxykaP2w4=,307.99,Enterprise
2023-07-21 17:21:00.000000 UTC,9ICQSiBIu/hsfG7ERBNjQ3fndZ8f270b5aMiOrXuDJo=,307.99,Enterprise
2023-07-21 15:45:00.000000 UTC,TmmznoOlMdAxPTALmcW5xqyeAaMCgc4IwxyR+WsomQA=,307.99,Enterprise
2023-07-20 14:34:00.000000 UTC,+MtiVlNNpkLJUsxLtP+14DFAmljLZ0INjja/6PRUq94=,307.99,Enterprise
2023-07-19 22:32:00.000000 UTC,NrK9gDl0evFKTWK9V5zpK5V1Kx6qLzIqDLFjfhJkaNo=,307.99,Enterprise
2023-07-19 09:16:00.000000 UTC,lkKVB11qbA9MdszGL7sIl52oRx4KJhoj9rhYwsxbEVA=,307.99,Enterprise
2023-07-18 21:49:00.000000 UTC,sm5sBr9NOrMtGqM75r+mKBY/dApWON05UWVPplfpy6E=,307.99,Enterprise
2023-07-18 20:08:00.000000 UTC,b4WUxFRKUKSCl2Ka+TF+FSyBJ8QkpxTPgJP/inarOD8=,307.99,Enterprise
2023-07-18 15:22:00.000000 UTC,4c6d9y86qb69UgRqGycyHORht3+vhH4VKVxj4YtHjgM=,307.99,Enterprise
2023-07-18 10:29:00.000000 UTC,bbLhMLUoKAnfs2lJDyw5qPYbkwyUHimGbZZ7LcndelI=,307.99,Enterprise
2023-07-17 17:39:00.000000 UTC,jwicLZdh2Axxkc/NLDlgkm6Y6hvhM0d58WC2Zj5dkRA=,307.99,Enterprise
2023-07-17 09:44:00.000000 UTC,Pmn+5x6vzMoSbdJBO+Jq7V0tPG6Z5O5k9dLpzC+x0TM=,307.99,Enterprise
2023-07-17 02:09:00.000000 UTC,VbAiesLh/2Ppbe8ch/GB2uR5JGAlkffgLVwxRRwIRE8=,307.99,Enterprise
2023-07-16 05:36:00.000000 UTC,FL+Q5NugBhZVbaoBQSKURfXnY24ELuvIxaXIWaa+/g0=,307.99,Enterprise
2023-07-15 18:11:00.000000 UTC,pvVhS0wQBcbhGVi6epzxBO9323FgLBuxyqtK/t4fOxc=,307.99,Enterprise
2023-07-15 13:08:00.000000 UTC,t30lxc9gFElTARxjJh76l5rzjCxoy64+/PJlEeB7RwU=,307.99,Enterprise
2023-07-14 09:11:00.000000 UTC,j7+YeYFGlajToWh5lFQIVkJJvjHpJHldSAjwomcLOi0=,307.99,Enterprise
2023-07-13 03:14:00.000000 UTC,3S9M5g2cDrRo9wmUBY9l7tK/xX2uwg5nBItI5/7Y380=,307.99,Enterprise
2023-07-13 01:50:00.000000 UTC,bBcvENO2WuKRixNDS7dy/BDpAvXYSa8U0nARrK/g+UA=,307.99,Enterprise
2023-07-12 19:50:00.000000 UTC,2AtVChBbxR/HmH/WjmDwShJPVTlhkbWeEDSEIGBmPoU=,307.99,Enterprise
2023-07-12 17:09:00.000000 UTC,6CkwkyRxdsD02S8+ogPT7q9RBUhkvEeH+F6sM9Qj/S8=,307.99,Enterprise
2023-07-11 22:38:00.000000 UTC,9jGJqnwAcc26LRLFWe45pm4SmoPri9yktVLLNRV6Uho=,307.99,Enterprise
2023-07-11 04:04:00.000000 UTC,qqOgWZdpuBOdG1K8Qj3t1fEoUDkb1WWQCUfMoGVKuy4=,307.99,Enterprise
2023-07-10 18:45:00.000000 UTC,09cGeCLvpqSCpIERwo44JnZozAz5kL5MLpT05dnoewE=,307.99,Enterprise
2023-07-10 10:10:00.000000 UTC,ffVerkFBS93VMSjSC8uq+k6e+phNkqf2+LG8QA/3RoU=,307.99,Enterprise
2023-07-09 12:42:00.000000 UTC,dKoS5CS1WW4uqS4FSBpRYrU55nvn/Xvlchpc+CRbwC8=,307.99,Enterprise
2023-07-09 12:13:00.000000 UTC,4Px+2moF6KYUq8mVhHIW7SIPq2pP/u1/x79uQUd9iK0=,307.99,Enterprise
2023-07-09 09:19:00.000000 UTC,e0WgsUcQRejYP9sM9o5Ng5TcC1SFIGMDlqW8kh4LDoE=,307.99,Enterprise
2023-07-08 02:03:00.000000 UTC,Gglj5ed0dja+O71CHDLBfTeoZVA+eyDN4Ey7fa4VOXE=,307.99,Enterprise
2023-07-06 22:12:00.000000 UTC,W494lqnVEB7Yf7H1yKOExzZ5WI5aLeZjDAgbELM2vv0=,307.99,Enterprise
2023-07-06 12:43:00.000000 UTC,lfB5/M2g1QaNiXX8/aQnWsD6pQe6nuI3RS6Tz/IiFyY=,307.99,Enterprise
2023-07-06 05:15:00.000000 UTC,z7uZ9ZUApk9KxuPrbsADk5v1JRaAMVwyoU3PQ2X6OkQ=,307.99,Enterprise
2023-07-05 22:58:00.000000 UTC,Wq2LvyQbgze0pXl/CmyLNk3khdm54KrYSPOy5B+zru0=,307.99,Enterprise
2023-07-08 08:50:00.000000 UTC,r7gJYvAnopGp/sQcGPpj76bvUemi1R892dXDkiHtmyM=,307.99,Enterprise
2023-07-04 20:11:00.000000 UTC,XXEb/TguNQlfOqNJkuPkxYiSsLUAAAuCRiEx0tUwfjE=,307.99,Enterprise
2023-07-04 15:52:00.000000 UTC,BFi1fHlsdN1C79ludk5vezXSV6Mo6CcRreB0Z3tlL2M=,307.99,Enterprise
2023-07-04 05:12:00.000000 UTC,KlAyxvzjpiQol3eT5iXq0OskfwiEGaovGan6C8xsenM=,307.99,Enterprise
2023-07-04 00:00:00.000000 UTC,0rhmrP4FNgvnn2RWaSig9eHxiOWFh0WVHir47eOCJhI=,307.99,Enterprise
2023-07-03 01:01:00.000000 UTC,7bH4Xjs8Hpce3FGHGM2FueozzdCUS0oxRp4iYj92QoY=,307.99,Enterprise
2023-07-01 22:50:00.000000 UTC,MX6MNWSvVoY2GVQG+a4CBAXzvmp44pD1rllw0rOY+1g=,307.99,Enterprise
2023-07-01 17:31:00.000000 UTC,oO4R54aXUBeDI6pHvxHfvQIUEan6o0xGA8siN14kWkQ=,307.99,Enterprise
2023-07-01 07:43:00.000000 UTC,9vEvc0zdWDcvUz/MdjOdMEzueHGy3wqB+2GEPQ12u1A=,307.99,Enterprise
2023-07-01 05:56:00.000000 UTC,6VqR50sp54MR/Ym1uN/JHG3Z19Kwx/bGRoMBLIeD7oI=,307.99,Enterprise
2023-06-30 06:41:00.000000 UTC,X/ncS0aaio+TSk7MpyIXD6o+fJadHJF6e5YBCBmcXxw=,307.99,Enterprise
2023-06-29 18:43:00.000000 UTC,5Hb06NNwZZL16LP9jzt6EcK8r3spxJVKqQGShlifOrw=,307.99,Enterprise
2023-06-28 19:03:00.000000 UTC,ZkYlhMnCLkd866a3Tpekd4zTjvMsct+c3cJWfgvSQsI=,307.99,Enterprise
2023-06-28 04:40:00.000000 UTC,OR1TfCpxhIWn1me2MIrKMMkvRPeYLoIzRqC3S2K12aw=,307.99,Enterprise
2023-06-27 18:26:00.000000 UTC,yn8gNUyDIo8MC0lIYw8qzWijQBve1v6wZ3zf+kiRMBs=,307.99,Enterprise
2023-06-25 19:49:00.000000 UTC,DkywR0xlCici4XqYKiUSfnGfLznxAkYG6y+bowHe3nY=,307.99,Enterprise
2023-06-25 10:47:00.000000 UTC,Va+hInIDZBrf7Hjcdzy973W/nVKhlbOjyay60xCkAHU=,307.99,Enterprise
2023-06-24 19:49:00.000000 UTC,N0gP4DG6On+hpG7m5Z0wSP1Bdx44Fk8MNsK7QBenNo8=,307.99,Enterprise
2023-06-24 16:08:00.000000 UTC,g7IOMcSF+5LLrq8AxIkS2v5woTPEjihZ4c7WsQDWhpw=,307.99,Enterprise
2023-06-25 13:43:00.000000 UTC,ty3sc9HlkNN7HGMOrHMZwEZHK0A2EBmpD1F/9BQ48UY=,307.99,Enterprise
2023-06-23 16:39:00.000000 UTC,OkcrHHu0+v+bP0Wa4xe4ZIPmWFQieGk2lAG+ak9MjNM=,307.99,Enterprise
2023-06-23 11:53:00.000000 UTC,YhgYB2Gh9JJNbBI5EfJQ4/5mJQ/wVzakKOJskin+woc=,307.99,Enterprise
2023-06-23 04:49:00.000000 UTC,tGkZlfkgVqgohVttG3sNiaAsXpW2Z/rzJb59VEHSnps=,307.99,Enterprise
2023-06-23 04:44:00.000000 UTC,GDRXQcSjwdn/tFPgZNd/zJ+Hd9bS3dkRk3YYRLS16yk=,307.99,Enterprise
2023-06-22 19:15:00.000000 UTC,y7JEsxid7X70TeZOvgNYVnV9JYsUWbmxSrHmEvVBMTg=,307.99,Enterprise
2023-06-22 07:42:00.000000 UTC,peyK0Fz11hCYytSLLsSPOh63XA5UFfyJrDH3BBqnTH0=,307.99,Enterprise
2023-06-22 07:54:00.000000 UTC,ouLOEk/FvAfTTFwv6+bUNQBFCXJabUPvC/7bZKEj/h0=,307.99,Enterprise
2023-06-22 02:35:00.000000 UTC,5xIvH9NOUBV4INYaQpG/CmRm6/sH6eLwBeQ0xbqe+Rk=,307.99,Enterprise
2023-06-21 19:14:00.000000 UTC,NvatIi2h0O2VGPM2wlm7MXBJaFyGzbVmy7F0fNXAido=,307.99,Enterprise
2023-06-21 03:31:00.000000 UTC,TSb6MwBwy2rSFbmOKtOQ4KoyDQNO9ttk7m6upoWbRWE=,307.99,Enterprise
2023-06-20 20:54:00.000000 UTC,D3Sgj+ILjulHTFt0S5XgKX0z0GQzBmgbk6b+X7UbhM0=,307.99,Enterprise
2023-06-20 18:23:00.000000 UTC,I3dU7jV0MsfDup+sfeYORSyPWLiHvFycv4jxykaP2w4=,307.99,Enterprise
2023-06-20 17:21:00.000000 UTC,9ICQSiBIu/hsfG7ERBNjQ3fndZ8f270b5aMiOrXuDJo=,307.99,Enterprise
2023-06-19 19:46:00.000000 UTC,nTCcB9jmUwVdrE+/F1arsuOCDFRK+SCGbuUju3r9HCg=,307.99,Enterprise
